"clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year"
"91392","1.0","17674","['BIO', 'ENVST']","Human health is affected by the biological environment, a teeming world of parasites and diseases, and the physical environment -- the water, air, and landscapes that we inhabit. Human interactions with the environment have changed rapidly, as human populations grow, travel increases, and ecosystems are altered. This course touches upon traditional environmental topics such as air and water quality, and integrates newer public health challenges such as emerging diseases and food-borne illnesses. Prerequisite: an introductory science course.","['IST']","","","['Diane K. Angell']","200","['HH 413']","Environmental Health","Open to a limited number of first-year students who meet the prerequisites.","228","False","Prerequisite: an introductory science course.","","2","C","20132","['M-F 1040-1240PM']","","Research","2013"
"91402","1.0","203","['CHEM']","In this course students gain an appreciation for the drug development process, including how natural products are isolated, how their structures relate to activities, and how research into the mechanism of disease leads to the targeted development of drugs. Issues relating to medicinal chemistry in a developing-world context, medicinal plants, and the chemical basis of folk medicine are discussed. Prerequisites: Chemistry 248 and 254. Offered alternate years during Interim. Counts toward biomedical studies concentration.","","","","['Gregory W. Muth']","200","","Med Chem in Jamaica","You will find this course listed in Studio Abroad under its course title.","260","False","Prerequisites: Chemistry 248 and 254. Offered alternate years during Interim. Counts toward biomedical studies concentration.","","2","C","20132","","Medicinal Chemistry in Jamaica: An International Perspective","Research","2013"
"91403","1.0","304","['CSCI']","This course is devoted to team research/development projects, employing established software development methodologies. Projects frequently have an interdisciplinary nature, involving consultation with faculty and/or students in other fields, and taking advantage of the particular backgrounds of team members. One or more research papers, posters, etc., on results are ordinarily expected. Prerequisites: One core course with implementation in computer science or permission of instructor. Offered alternate years.","","","","['Olaf A. Hall-Holt']","300","['RNS 202', 'RNS 202']","Advanced Team Project","","350","False","Prerequisites: One core course with implementation in computer science or permission of instructor. Offered alternate years.","","2","C","20132","['M-F 0830-1000', 'M-F 0100-0300PM']","","Research","2013"
"91412","1.0","382","['ENGL']","Students examine various heroic and trickster figures as manifested in post-colonial literature from Africa, Asia, and the Caribbean, both oral and written, and seek to understand what basic human needs and realities these figures express and fulfill. Counts toward race and ethnic studies major and concentration and Africa and the Americas concentration.","['ALS-L', 'MCG']","","","['Joseph L. Mbele']","100","['RML 525']","Trickstr/Post-Col Lit","Open only to first-year students and sophomores. This course has class-year limits.","108","False","False","","2","C","20132","['M-F 0100-0300PM']","The Hero and the Trickster in Post-Colonial Literature","Research","2013"
"91413","1.0","421","['ENGL']","Students study selected writers of the Eastern Caribbean islands of Barbados, Trinidad, Saint Lucia and others. The study of literature is supplemented by guest lectures and speakers, as well as field trips to sites of cultural and environmental interest. Accommodation includes stays in private homes. Prerequisite: FYW. Offered in alternate years during Interim.","['ALS-L', 'MCG']","","","['Karen Cherewatuk']","200","","Lit Eastern Caribbean","Not open to first-year students. This is an off-campus course. You will find this course listed in Studio Abroad under its course title.","212","False","Prerequisite: FYW. Offered in alternate years during Interim.","","2","C","20132","","Literature of the Eastern Caribbean","Research","2013"
"91416","1.0","21510","['ENGL']","In addition to the traditional practices of literary study, cross-disciplinary courses include materials from at least one other academic discipline, requiring students to compare and combine disciplinary perspectives in literary analysis. Examples of courses taught under this heading might include Literature and Politics; Religion and the Novel; Philosophical Approaches to Literature. May be repeated if topics are different. Prerequisite: FYW. Click on course title in the class and lab for more information about the course for that term.","['ALS-L']","","","['Mary E. Trull']","200","['RML 515']","Top: Urban Ecologies","Not open to first-year students. This course has class-year limits.","260","False","Prerequisite: FYW. Click on course title in the class and lab for more information about the course for that term.","","2","O","20132","['M-F 0100-0300PM']","Topics in Cross-Disciplinary Literary Study","Topic","2013"
"91423","1.0","513","['GERM']","A survey of German films from Caligari (1919) to The Counterfeiters (2008), this course examines 20th-century German history through the lens of Germany's most renowned films. Students develop analytical and critical skills in ""reading"" films as cultural products and as cinematic works of art. The course focuses on the increasing social and political importance of mass media for understanding the past. Counts toward film studies concentration. May be counted toward German major or German studies concentration.","['ALS-A', 'HWC']","","","['Karen R. Achberger']","200","['TOH 314']","German Cinema","Open to all students.","249","False","False","","2","C","20132","['M-F 1040-1240PM']","","Research","2013"
"91424","0.0","21927","['GERM']","","","","","['Karen R. Achberger']","200","","FLC - German","","249","True","False","","2","O","20132","","","FLAC","2013"
"91426","1.0","24137","['HIST']","How do Cubans view their past, and how does this shape their understanding of the present? This course focuses on the 1959 Revolution and historical memory. Students explore through visits to museums, memorials, and monuments how the government has sought to influence the ways Cubans remember the revolution and the later turn toward socialism. Students also study present-day Cuba through visits to health clinics, cooperatives, and schools, as well as lectures from local experts. Offered in alternate years during Interim. Counts toward Latin American studies major and concentration.","['MCG']","","","['Jeane DeLaney']","200","","Collective Memory in Cuba","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.","244","False","False","","2","C","20132","","Collective Memory in Revolutionary Cuba","Research","2013"
"91427","0.0","24460","['HIST']","","","","","['Jeane DeLaney']","200","","FLC - Spanish","","244","True","False","","2","C","20132","","","FLAC","2013"
"91428","1.0","824","['MUSIC']","This course presents a study of the historical development of jazz, from its roots in blues and ragtime at the ""beginning"" of the 20th century to the present, focusing on its principal forms and styles, its role in American culture, and contributions of major artists. Offered during Interim. Counts towards American studies and ARMS majors and ARMS and Africa and the Americas concentrations.","['ALS-A', 'MCD']","","","['Gerald Hoekstra']","200","['CHM 239']","History of Jazz","","231","False","False","","2","C","20132","['M-F 0100-0300PM']","","Research","2013"
"91430","1.0","26593","['ID']","ID 257: Arts and Literature of Australia and New Zealand (2013-2014, Interim) This course examines how history and place have shaped artistic expression in unique subcultures of Australia and New Zealand, focusing on literature, drama, dance, and visual arts. Students meet with working artists, attend live performances, and connect literature and art to the built environment and geographical locales on Australia's East Coast and in New Zealand. Assignments integrate research on cultural contexts and analysis of art forms. Offered alternate Interims. Counts toward theater and English majors.\nID 257: Arts and Literature of Australia and New Zealand (2013-2014, Interim)\nThis course examines how history and place have shaped artistic expression in unique subcultures of Australia and New Zealand, focusing on literature, drama, dance, and visual arts. Students meet with working artists, attend live performances, and connect literature and art to the built environment and geographical locales on Australia's East Coast and in New Zealand. Assignments integrate research on cultural contexts and analysis of art forms. Offered alternate Interims. Counts toward theater and English majors.","['ALS-L', 'ORC']","","","['Karen Wilson']","200","","Arts & Lit Australia/NZ","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.","257","False","False","","2","C","20132","","","Research","2013"
"91431","1.0","104","['BIO']","Issues of women's biology including views of the evolving female and biological determinism are examined. Core material covers anatomy, development, the biological basis of gender, reproduction, sexual response, the menstrual cycle and aging, and aspects of women's health such as eating disorders, cancers, and hormonal treatments. Students participate in significant amounts of group work and oral presentation. The course is open to both men and women. Offered during Interim. Counts toward women's and gender studies major and concentration.","['IST']","","","['Lisa M. Bowers']","100","['OM 310', 'OM 310']","The Biology of Women","This course has class-year limits.","124","False","False","","2","C","20132","['MTThF 1040-1200PM', 'MTThF 0100-0300PM']","","Research","2013"
"91433","1.0","171","['BIO']","This seminar course approaches the study of animal behavior from the blended viewpoints of evolutionary behavioral ecology and comparative psychology. Mechanisms of learning, cognition, and development, as well as aggression, territoriality, and mating are examined at the organismic and cellular level. A deeper understanding of the neural and environmental determinants of behavior in a wide variety of species helps students better understand themselves and their place in nature. Prerequisite: Biology 150 or Biology 126 or Psychology 125. Counts toward neuroscience concentration.","['IST', 'SED']","171","","['Louis Henry Kermott']","300","['RNS 124', 'RNS 124', 'RNS 124']","Animal Behavior","Students in Bio 386 must also register for lab Bio 386L. Open to juniors and seniors only.","386","False","Prerequisite: Biology 150 or Biology 126 or Psychology 125. Counts toward neuroscience concentration.","","2","C","20132","['M-Th 0900-1000', 'M-Th 1040-1200PM', 'M-Th 0100-0300PM']","","Research","2013"
"91434","1.0","172","['BIO']","Specific topics announced prior to each term are based on student interests and available staff. Past offerings include cardiovascular physiology, evolution, stress biology, and animal behavior. Class work includes comprehensive review of literature on the specific topic. Class meetings present topics in discussion format. Prerequisites: Biology 125 and 126, or Chemistry/Biology 125-127 plus Biology 126, and junior or senior standing. May be repeated if topics are different. Counts toward environmental studies major (all tracks) and concentration when taught with environmental science focus and approved by chair.","","","","['James Demas']","300","['RNS 290', 'RNS 290']","Top: Develop Neurobiology","Open to juniors and seniors only.","391","False","Prerequisites: Biology 125 and 126, or Chemistry/Biology 125-127 plus Biology 126, and junior or senior standing. May be repeated if topics are different. Counts toward environmental studies major (all tracks) and concentration when taught with environmental science focus and approved by chair.","","2","C","20132","['M-Th 1040-1200PM', 'M-Th 0100-0300PM']","Selected Topics","Topic","2013"
"91435","1.0","24136","['BIO', 'ENVST']","This course offers students the opportunity to study first-hand the most diverse ecosystems on earth. This intensive field-oriented course explores lowland rain forest, montane forest, dry forest, and coastal and agricultural ecosystems through projects and field trips. Students read and discuss texts and primary literature specific to ecology, evolution, conservation, and agricultural practices of each area, and keep reflective journals. Prerequisite: one science course. Offered in alternate years during interim.","","","","['Kathleen L. Shea']","200","","Tropical Ecology","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.","286","False","Prerequisite: one science course. Offered in alternate years during interim.","","2","C","20132","","Tropical Ecology and Sustainable Land Use in Costa Rica","Research","2013"
"91436","1.0","25197","['REL']","Food holds a central place in many world religions. In their feasts and fasts, holy and forbidden foods, community suppers, festivals, and food shelves, people of faith develop and express their theologies. This course examines food beliefs and practices for religion, in particular the theological significance of food in Christianity and how it compares with other faith traditions. The relation of food to the doctrines of God, Christ, and salvation will have special attention. Prerequisite: BTS-B. Offered periodically during Interim.","['BTS-T']","","","['Patricia Beckman', 'Mara H. Benjamin']","200","['TOH 210']","Theology of Food","Not open to first-year students.","210","False","Prerequisite: BTS-B. Offered periodically during Interim.","","2","C","20132","['M-F 0100-0300PM']","","Research","2013"
"91438","1.0","1205","['REL']","This course explores the meaning and significance of Jesus Christ in major New Testament writings: the Gospels, the letters of Paul, Hebrews, Revelation. Students also examine the development of New Testament ideas about Christ in subsequent Christian tradition, both classical and contemporary. Prerequisite: BTS-B. Counts toward ancient studies major.","['BTS-T']","","","['James Hanson']","200","['OM 010']","Jesus in Script/Trad","Not open to first-year students.","221","False","Prerequisite: BTS-B. Counts toward ancient studies major.","","2","C","20132","['M-F 0100-0300PM']","Jesus in Scripture and Tradition","Research","2013"
"91439","1.0","1206","['REL']","Students examine key texts in the Old and New Testaments with the aim of exploring the issues such writings pose for Christian theological reflection. In addition, they explore selected readings on the doctrine of scripture and language about God. Prerequisite: BTS-B. Counts toward ancient studies major.","['BTS-T', 'ORC']","","","['Margaret Odell']","200","['OM 305']","The Biblical God","Not open to first-year students.","222","False","Prerequisite: BTS-B. Counts toward ancient studies major.","","2","C","20132","['M-F 1040-1240PM']","","Research","2013"
"91453","1.0","1222","['ASIAN', 'REL']","This course studies the Buddhist view of the human predicament and its solution. Students examine the life of the Buddha, Buddhist scriptures, and the historical and philosophical development of Theravada and Mahayana Buddhism in East and Southeast Asia.","['MCG']","","","['Barbara Reed']","200","['TOH 314']","Buddhism","Not open to first-year students.","257","False","False","","2","C","20132","['M-F 0100-0300PM']","","Research","2013"
"91504","1.0","26657","['SWRK']","Students explore major challenges affecting the world's people such as population, resource management, economic integration, information, technology, conflict/security and governance with an emphasis on their relation to global citizenship and human rights. This course examines issues from social science and global problem-solving perspectives with particular attention to how culture and place affect human experience. Students engage in discussions, forums, a global village activity and an action project. Materials fee required. Offered during Interim.","['ORC']","","","['Susan E. Smalling']","100","['TOH 212', 'TOH 212']","Global Challenges","This course has class-year limits.","122","False","False","","2","O","20132","['T-F 0800-1000', 'TTh 0100-0300PM']","","Research","2013"
"91753","1.0","261","['ECON']","This course tracks economic development in China with emphasis on Shanghai. The course examines the emergence and evolution of markets in rural, urban, commercial, and financial centers and how the changes affect culture, attitudes, customs, and life of the people. Shanghai will be compared with other Chinese cities, including Nanjing, Suzhou, Hangzhou and Hong Kong. The role of Hong Kong in China's reform and its integration since 1997 is also discussed. Prerequisites: one of Economics 110-121 or permission of instructor. Offered alternate Interims. Counts toward Asian studies major and concentration.","['HBS', 'MCG']","","","['Xun Pomponio']","200","","Econ Progress China","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.","218","False","Prerequisites: one of Economics 110-121 or permission of instructor. Offered alternate Interims. Counts toward Asian studies major and concentration.","","2","C","20132","","Economic Progress in China","Research","2013"
"91783","1.0","26595","['ID']","Students explore how religion impacts political thought and social-political activism in contemporary Egypt after the Egyptian Revolution. Topics include how democracy, rights, and secularism have been interpreted; the statements and influence of religious leaders; the development of religiously coded legal initiatives and political parties; and the experiences of everyday Egyptians, including youth, women, and Christian minorities. Offered during Interim. Counts toward Middle Eastern studies concentration.","['MCG']","","","['Jamie A. Schillinger', 'Ibtesam Al Atiyat']","200","","Relig/Politics in Jordan","This is an off-campus course. Not open to first-year students. You will find this course listed in Studio Abroad under its course title.","238","False","False","","2","C","20132","","Religion and Politics in Egypt","Research","2013"
"91809","1.0","1213","['REL']","Christians affirm that God created the world in and through Christ and continues to sustain it by the Holy Spirit. This course attends to the themes of creation and new creation in relation to Biblical texts, to problems posed by science (including evolution and Creationism), and the theological reflections of the created world as fallen and redeemed. Major attention is paid to classic and modern theological discussions of creation and new creation. Prerequisite: BTS-B.","['BTS-T']","","","['Peder J. Jothen']","200","['OM 030']","Theology of Creation","Not open to first-year students.","230","False","Prerequisite: BTS-B.","","2","C","20132","['M-F 1040-1240PM']","","Research","2013"
"91810","1.0","26750","['AMST']","Sitcom America is an interdisciplinary look at the television situation comedy as an art form, as a market-driven force, and as a reflection of aspects of American society since World War II. We will focus particularly on sitcom representations of family, the workplace, race, and gender and look at the ways technology and audience have altered the sitcom format over time.","['HWC', 'MCD']","","","['Judy Kutulas']","200","['HH 501']","Top: Sitcom America","Open to first-year students. This course has class-year limits.","206","False","False","","2","C","20132","['M-F 0100-0300PM']","","Topic","2013"
"91850","1.0","1225","['REL']","This course examines religion in Italy and Germany at several decisive turning points in the past and today. Students analyze Catholic theology and church practices, from ancient times to the Renaissance, through site visits and events in Rome (city of the popes) and Florence. They examine emergence of Protestantism through activities in the region around Wittenberg, birthplace of Martin Luther's Reformation. They compare the influence of religion in Italian and German culture. Prequisite: BTS-B. Offered during Interim.","['BTS-T']","","","['Eric Lund']","200","","Rome and Wittenberg","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.","262","False","False","","2","C","20132","","Catholic Rome, Lutheran Wittenberg","Research","2013"
"92003","1.0","19831","['PSCI']","The course is based on the Adriatic Coast of Slovenia with travel to Italy, Croatia and Bosnia to students study processes of political identity formation in a part of Europe that has seen the collapse of multi-ethnic empires and the multi-ethnic state of Yugoslavia. Students work in groups representing the concepts used by Charles Tilly to analyze political identity. In group reports, students construct analytical images of political identities in Piran, Triest, Vukovar, Belgrade, Sarajevo and Mostar.","['HBS', 'MCG']","","","['J. Patrick Dale']","200","","Polit Identity Cent Euro","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.","240","False","False","","2","C","20132","","Changing Political Identities in Coastal Central Europe","Research","2013"
"92030","1.0","701","['ID']","Starting with Hanseatic and Teutonic traditions of entrepreneurship from the 13th-century, this course focuses on the political and economic history of a region that has transitioned from tribalism to feudalism, then to mercantilism, capitalism, communism, and now EU-style capitalism. The course develops in an itinerant way -- city to city -- starting in Lübeck, Germany, then proceed eastward to the cities of Wismar, Rostock, Stralsund, Greifswald, Wolgast, Szczecin, Koszalin, Danzig, Malbork, Ketrzyn, Vilnius, Kaunas, the Russian enclave of Kaliningrad (formerly Königsberg in Germany's East Prussia), Klaipeda, Riga, Tartu, Tallinn, crossing by ship to Helsinki, Finland, and again by ship to Stockholm, Sweden. Students deliver several oral presentations, including a group project of a business plan for a hypothetical start-up. Offered during Interim.","['HBS', 'HWC', 'ORC']","","","['Lavern Rippley', 'Steve Soderlind']","200","","The Mare Balticum","This is an off-campus course. Not open to first-year students. You will find this course listed in Studio Abroad under its course title.","249","False","False","","2","C","20132","","Mare Balticum","Research","2013"
"92031","1.0","417","['ENGL']","Students critically examine a variety of national, metro, and local media. Students then learn to write their own news copy, including hard news, features, editorials, arts and entertainment reviews, sports, business, and travel stories. Students also learn UPI/AP style copy editing and proofreading, important skills for students applying for internships and print media jobs. Prerequisites: FYW and at least sophomore status.","['WRI']","","","['Jan C. Hill']","200","['RML 420']","Journalistic Writing","Not open to first-year students. This course has class-year limits.","289","False","Prerequisites: FYW and at least sophomore status.","","2","C","20132","['M-F 0100-0300PM']","","Research","2013"
"92040","1.0","367","['DANCE']","An introduction to world dance traditions, this course examines dance forms, functions, contexts, and differing aesthetics found in selected cultures of Africa, Asia, Europe, the Middle East, the South Pacific, and Latin America. The course includes lectures, discussion, video-viewing, and required field-trips to dance events, in addition to studio experiences where students learn dances from the cultures studied. No previous dance experience required. Ticket/transportation fee required. Offered in alternate years.","['ALS-A', 'MCG']","","","['Anne von Bibra']","100","['DC 204', 'DC Studio 1']","World Dance Tradition","","124","False","False","","2","C","20132","['MTThF 1040-1200PM', 'MTThF 0100-0300PM']","World Dance Traditions","Research","2013"
"92061","0.0","17303","['BIO']","","","171","","['Louis Henry Kermott']","300","","Animal Behavior Lab","","386","False","False","","2","C","20132","","","Lab","2013"
"92094","1.0","1308","['SOAN']","This class investigates death-related behavior from an American and cross-cultural perspective, seeking to understand patterns of social interaction surrounding and giving meaning to dying, death, and bereavement. Topics include: death meanings and anxiety, religion and death-related customs, the dying process, hospice as a social movement, biomedical issues, the funeral industry, death rituals, and the social understanding of the bereavement process. Offered during Interim. Counts towards American studies major, and biomedical studies (for students through class of 2016) and family studies concentrations.","['HBS']","","","['Ryan R. Sheppard']","200","['HH 302']","Dying, Death, Bereavement","Open to first-year students.","248","False","False","","2","C","20132","['M-F 1040-1240PM']","Sociology of Dying, Death, and Bereavement","Research","2013"
"92305","0.0","23011","['REL']","","","","","['Eric Lund']","200","","FLC - German","","262","True","False","","2","C","20132","","","FLAC","2013"
"92711","1.0","27324","['RACE']","This course provides an introduction to the cultural and historical background of four groups in the United States: African Americans, Native Americans, Latinos, and Asian Americans. Emphasis is on race relations and the distinguishing characteristics of these cultures as reflected in the academic disciplines of the creative and performing arts, the humanities, the social and behavioral sciences, and the general area of popular culture. Contributions to cultural pluralism are accentuated as well as the special issues of identity faced by these Americans. This course emphasizes literary texts. Counts toward American studies major and Africa and the Americas concentration.","['ALS-L', 'MCD']","","","['SooJin Pate']","100","['TOH 308']","Intro to Race & Ethnic St","This course has class-year limits.","121","False","False","","2","C","20132","['M-F 0100-0300PM']","Introduction to Race and Ethnic Studies","Research","2013"
"92739","1.0","22445","['REL']","This course offers an intensive study of Afrian-American religious thought with particular emphasis on the 20th century. Structured thematically, the course covers: African-American religious roots; African-American Christian thought with particular emphasis on the Christ event in terms of redemption, salvation, and liberation; Africentrism and Black Nationalism as interpretive and critical lenses of African-American religious experience; and African-American responses to the theodical, i.e., the problem of evil and suffering. Prerequisite: BTS-B.","['BTS-T', 'MCD']","","","['Torin D. Alexander']","200","['OM 010']","Af-Am Religious Thought","Not open to first-year students.","267","False","Prerequisite: BTS-B.","","2","C","20132","['M-F 0800-1000']","African-American Religious Thought in the 20th Century","Research","2013"
"92794","1.0","88","['ASIAN']","Students explore the major genres of Chinese literature -- poetry, short story, novel and drama -- in English translation. A small number of major works are singled out for close attention.","['ALS-L', 'MCG']","","","['Hsiang-Lin Shih']","200","['TOH 114']","Chinese Lit-Tr","Open to first-year students.","236","False","False","","2","O","20132","['M-F 1040-1240PM']","Chinese Literature","Research","2013"
"92800","1.0","27330","['RACE']","","","","R","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","","Research","2013"
"92801","1.0","27329","['RACE']","","","","R","['Staff']","200","","Academic Internship","","294","True","False","","2","C","20132","","","Research","2013"
"92802","1.0","27331","['RACE']","","","","R","['Staff']","300","","Academic Internship","","394","True","False","","2","C","20132","","","Research","2013"
"92803","1.0","27333","['RACE']","","","","R","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","","Research","2013"
"92823","1.0","27058","['MUSIC']","This course is designed for students interested in civic engagement in the arts and arts fusion projects. Participants mentor students from a local elementary school in an Opera Creation Residency as the elementary students compose and perform their own original works. The course culminates in staged public performances. Enrollment is subject to a fall interview/audition. Open to all students and may be repeated once. Offered Interim 2013-14 and alternate years.","","","","['Kira E. Lace']","200","['CHM 224', 'CHM 224']","Opera - Civic Engagement","Registration by audition/interview. Class will meet at Prairie Creek School M-F from 9:15-11:15 a.m.; class will meet on campus M-F from 1:00-3:00 p.m.","268","False","False","","2","C","20132","['M-F 0915-1115', 'M-F 1130-0130PM']","Opera Creation Residency in the Schools: Civic Engagement","Research","2013"
"92878","1.0","27399","['LAMST']","","","","R","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","","Research","2013"
"92879","1.0","27402","['LAMST']","","","","R","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","","Research","2013"
"92880","1.0","27398","['LAMST']","","","","R","['Staff']","200","","Academic Internship","","294","True","False","","2","C","20132","","","Research","2013"
"92881","1.0","27400","['LAMST']","","","","R","['Staff']","300","","Academic Internship","","394","True","False","","2","C","20132","","","Research","2013"
"92925","1.0","26499","['ENGL']","This course investigates how literature--broadly writ--represents both gender diversity and conformity, and the issues associated with gender, such as family, power dynamics, oppression, activism, domesticity, hierarchies, and inequalities. The texts focus on a diversity of gendered identities by complicating the gender binary of ""man"" and ""woman."" A consideration of gender separated from other identities is limiting; therefore, this course examines how gender intersects with race, class, ability, sexual orientation, technology, religion, and/or nationality. May be repeated if topics are different. Prerequisite: FYW. Offered alternate years. Click on course title in the class and lab for more information about the course for that term.","['ALS-L', 'WRI']","","","['Sarah B. Stein']","200","['HH 319']","Topics: Gender and Lit","Not open to first-year students. This course has class-year limits.","264","False","Prerequisite: FYW. Offered alternate years. Click on course title in the class and lab for more information about the course for that term.","","2","C","20132","['M-F 0100-0300PM']","Topics in Gender and Literature","Topic","2013"
"92941","1.0","966","['PHIL']","Literature provides rich resources for thinking through central philosophical questions, including the metaphysics and ethics of freedom; the problem of evil; the role of character in choice and action; the nature of morality; rebellion and human solidarity; God's existence and relation to the world; and the nature of truth. Designed primarily for first-year students, this course explores philosophical ideas in literary works of several different genres by studying plot, character, point of view, imagery, and symbolism. Offered during Interim.","['ALS-L', 'WRI']","","","['Anthony J. Rudd']","100","['HH 516']","Philosophy in Lit","","120","False","False","","2","C","20132","['M-F 0100-0300PM']","Philosophy in Literature","Research","2013"
"92942","1.0","18782","['ENVST']","Students study topics related to the environment. Topics vary from year to year at the discretion of the instructor. Recent topics offered include Ecosystem Research, Landscape Art, Imaging Environmentalism, and Landscape and Regional Change in the Arctic.","","","","['Kyle A. Whittinghill']","300","['RNS 400', 'RNS 400']","Top: Ecolog Modeling","","381","False","False","B","2","O","20132","['M-F 1040-1240PM', 'M-F 0100-0300PM']","Advanced Research Topics in Environmental Studies","Topic","2013"
"93190","1.0","649","['FAMST']","Students study the contemporary American family as it meets the challenge of a changing social world. The primary objective is to enlarge both personal and intellectual understanding of the complex issues facing families. Using the range of behavioral sciences concerned with family life, students study the interaction of individuals within families and families within society. Primary emphasis is on theories and practice of family communication. Offered annually in the spring semester. Counts towards American studies major and women's and gender studies major and concentration.","","","","['Kanewischer Erica']","200","['HH 403', 'HH 403']","Family Relationships","This course has been canceled.","242","False","False","","2","C","20132","['M-Th 1040-1240PM', 'M-Th 0100-0300PM']","","Research","2013"
"93479","1.0","17673","['ART']","This course introduces students to the concepts of Folk Schools, which originated in the Nordic countries in the mid-nineteenth century. Students apply many of the original philosophies of folk schools as they learn skills such as blacksmithing, Scandinavian spoon carving, needlework, sour dough break making, belt loom weaving, and soap making. The course focuses on process, object making, skill building, and true experiential learning, with an emphasis on bringing the sculptural art object into the everyday. The course takes place in the newly completed Flaten Art Barn. Guest artists and craftspeople demonstrate and work with students and also lecture on their craft or art form. A field trip to the Vesterheim Norwegian-American Museum adds to the experience. The course includes lectures on the rich history of folk schools, their value and relevance in today's culture, and environmentalism as it relates to daily living. Counts as elective toward studio art major and Nordic studies concentration.","","","","['Christie Hawkins']","200","","Top: Folk School Interim","Registration by permission of instructor.","240","False","False","","2","C","20132","['M-F 0900-1000', 'M-F 1040-1200PM', 'M-F 0100-0300PM']","Topics in the Fine Arts: Folk School Interim","Topic","2013"
"93480","1.0","19742","['ASIAN']","Students pursue guided fieldwork experience in the United States. Activities and readings in this course build on the topics from Asian Studies 210 and three semesters of language study. Students reflect on the experience of Asians in America through readings, site visits, and local interviews. Students develop projects and follow a process of inquiry that will help them understand how ordinary people construct ""Asian"" culture and society today. Prerequisite: Asian Studies 210. Offered during Interim.","","","","['Katherine S. Tegtmeyer Pak']","200","['TOH 302']","AsianCon2:Asia in America","Registration restricted to students in the Asian Con program.","216","False","Prerequisite: Asian Studies 210. Offered during Interim.","","2","C","20132","['M-F 0100-0300PM']","Asian Conversations II: Encountering Asia in America","Research","2013"
"93481","1.0","26500","['ID']","This course examines multicultural health concepts and health care systems from biological, social, psychological and practical points of view. Students examine critical global health issues, including globalization, emerging infectious diseases, women's health and economic development, food and nutrition, trends in global environmental health, chronic disease, cultural considerations, and health policy and advocacy. Students explore the course material through readings, films, case studies, debates, and expert guest speakers. Prerequisites: sophomore standing or above, and completion of at least one of the following courses: any 100-level biology course, Economics 121, Environmental Studies 137, Political Science 117, Political Science 121, Psychology 125, Sociology/Anthropology 121, Sociology/Anthropology 128. Offered occasionally in Interim.","['IST']","","","['Sarah M. Sevcik']","200","['RNS 204']","Issues in Global Health","Not open to first-year students. This course has class-year limits.","256","False","Prerequisites: sophomore standing or above, and completion of at least one of the following courses: any 100-level biology course, Economics 121, Environmental Studies 137, Political Science 117, Political Science 121, Psychology 125, Sociology/Anthropology 121, Sociology/Anthropology 128. Offered occasionally in Interim.","","2","C","20132","['M-F 0800-1000']","","Research","2013"
"93490","1.0","728","['MATH']","This course explores the nature of mathematics and its role in contemporary society. The content and format of the course vary depending on the instructor's interests. In particular, the course may focus on one or two mathematical topics in depth or survey a wider range of topics. Recent topics have included environmental modeling, social choice, routes and networks, scheduling, and symmetry. The course requires no prerequisites beyond high school algebra and geometry. Offered each semester.","['AQR']","","","['Thomas St. George']","100","['TOH 184', 'TOH 184']","Gateways/Mathematics","","117","False","False","","2","C","20132","['M-F 1040-1240PM', 'M-F 0100-0300PM']","Gateways to Mathematics","Research","2013"
"93491","1.0","736","['MATH']","This course beautifully illustrates the nature of mathematics as a blend of technique, theory, abstraction, and applications. The important problem of solving systems of linear equations leads to the study of matrix algebra, determinants, vector spaces, bases and dimension, linear transformations, and eigenvalues. Prerequisite: Mathematics 120. Offered each semester and periodically during Interim.","['AQR']","","","['Marju Purin']","200","['TOH 186', 'TOH 186']","Elem Linear Algebra","Open to first-year students.","220","False","Prerequisite: Mathematics 120. Offered each semester and periodically during Interim.","","2","C","20132","['M-F 1040-1240PM', 'M-F 0100-0300PM']","Elementary Linear Algebra","Research","2013"
"93507","1.0","27678","['FILM']","This course explores the relevance and influence of documentary films by closely examining their aesthetic concerns, ethical implications, and real-world impacts. The course offers a condensed historical overview along with an examination of recent works. It combines screenings, readings, and discussions with the goal of preparing students both to understand and to analyze documentary films. This course does not have a production component. Prerequisite: Film 101 or permission of the instructor. Offered alternate years.","['ALS-A']","","","['Cecilia Cornejo']","200","['HH 307', 'HH 501']","Documentary Film","Not open to first-year students. Prerequisite: Film 101 or permission of the instructor. Students who do not meet one of these prerequisites will be dropped from the course.","225","False","Prerequisite: Film 101 or permission of the instructor. Offered alternate years.","","2","O","20132","['MTThF 0800-1000', 'W 0700-1000PM']","Documentary Film: The Challenge of Representing Reality","Research","2013"
