"clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year"
"50989","0.25","1386","['THEAT']","This theater practicum involves the student in the conceptual and practical processes of artistic creation and performance production in theater. Students study current theory and practice as well as historical approaches to performance problems. Lab sessions include creative projects and practical problem-solving in assistant directing, acting or dramaturgy as part of the St. Olaf Theatre season. First-year students are encouraged to enroll. This course may be repeated. Registration is by audition or interview only.","","","","","['Karen Wilson']","200","","Thtr Prac: Act/Produc","","233","True","False","B","1","C","20061","","Theater Practicum: Acting, Directing, Dramaturgy","Research","2006"
"50990","1.0","857","['MUSIC']","Students encounter in-depth studies in a specific topic or area of music history. The content and nature of this course are determined by the instructor and the department. Sample topics include American music, studies in classical music, opera and folk and pop in art music. May be repeated if topics are different. Prerequisite: Music 241, 242. Offered every semester.","","","","","['Alice Hanson']","300","['CHM 232', 'CHM 232']","Top: Studies in Rom Music","","345","False","Prerequisite: Music 241, 242. Offered every semester.","","1","O","20061","['T 0935-1100', 'Th 0930-1050']","Topics: Classical Study","Topic","2006"
"50994","0.25","152","['BIO']","For science majors, learning to read the primary literature found in scientific journals is an important transition from classroom learning to post-graduate endeavors. Students enrolled in this course will read, present and discuss current scientific papers in a field selected by participating faculty. The goal is to garner sufficient expertise in the particular field to allow critical analysis of the scientific literature. Requires permission of instructor. May be repeated if topics are different.","","","","","['David Van Wylen']","200","['SC 274']","Top: Med Care in Peru","","291","False","False","","1","C","20061","['F 0300-0500PM']","Topics in Biological Research","Topic","2006"
"50995","1.0","1398","['THEAT']","An in-depth investigation of a selected topic through readings, bibliography, reports and projects. Students may register for the course more than once, provided a different topic is studied. Prerequisite: Theatre 110. Offered every year.","","","","","['Dona W. Freeman']","300","['TB Haugen']","Top: Acting Shakespeare","","379","False","Prerequisite: Theatre 110. Offered every year.","","1","O","20061","['MW 1045-1245PM']","Topics in Interpretation and Theater","Topic","2006"
"51000","1.0","678","['IS']","How do we learn science? What approaches can be used to understand and interpret scientific information? While ""ecology"" in the strict sense refers to a specific field within biology, the word may also be used more broadly to refer to the interactions that organisms have with both living and non-living components of their environments. This seminar will provide students with natural science experiences in ecology as well as explorations of different methods of learning and knowing science. Field experiments and biography, data collection and aesthetics, scientific analyses and history, will be among the different approaches students take in each of the seminar topics, and in a final group project.","","","","","['Mark Allister', 'Jean C. Porterfield']","200","['RML 515', 'RML 515']","Top: Ways/Knowing Ecol","","207","False","False","","1","C","20061","['T 0120-0245PM', 'Th 0215-0335PM']","Top: Ways of Knowing Ecology","Topic","2006"
"51001","1.0","70","['ART']","This course enables the advanced studio art student to pursue further work in any chosen two or three dimensional medium or combination of media including performance, installation and collaborative ways of working. This course is organized around an interdisciplinary theme set each year by the instructor. Within a seminar format students will read, discuss and write on the selected topic in conjunction with topic driven individual studio work and critiques. Prerequisites: Foundations plus a minimum of two Level II studio courses and two faculty recommendations or permission of instructor. Offered annually.","","","","","['Irve Dell']","300","['DC 204']","Topics Sem/Studio Art","","340","False","Prerequisites: Foundations plus a minimum of two Level II studio courses and two faculty recommendations or permission of instructor. Offered annually.","","1","O","20061","['TTh 0800-1100']","Topics Seminar in Studio Art","Topic","2006"
"51016","0.25","1003","['PEAC']","Students learn the fundamental skills, rule, techniques, and strategies associated with the sport of Ultimate Frisbee.","","","","","['Scott Nesbit']","100","['SAC_FH', 'SAC_FH']","Ultimate Frisbee","","117","False","False","","1","C","20061","['T 1005-1100', 'Th 0955-1050']","","Research","2006"
"51020","1.0","47","['ART']","This course explores video as a creative medium. Students learn basic video production and editing techniques, producing a number of individual and group projects. During the semester we examine a wide variety of videos and films, exploring experimental, documentary and narrative approaches. The class also considers the history of video art and its relationship to other time-based and static art forms. Prerequisites: Art 111 and 113 or permission of instructor. Lab fee. Offered annually.","","","","","['David E. Ryan']","200","['DC 101', 'DC 101']","Video Art Production","","239","False","Prerequisites: Art 111 and 113 or permission of instructor. Lab fee. Offered annually.","","1","O","20061","['T 1145-0245PM', 'Th 1245-0345PM']","","Research","2006"
"51034","0.25","860","['MUSIC']","This course introduces a systematic pedagogical approach to the study of voice production for use in the studio or classroom. Students examine basic voice physiology, the healthy use and care of the voice, voice problems and appropriate vocal literature. Prerequisite: three semesters of voice lessons, one of which may be voice class, or permission of instructor. Offered every Fall Semester.","","","","","['Alison Feldt']","300","['CHM 232']","Vocal Pedagogy","","364","False","Prerequisite: three semesters of voice lessons, one of which may be voice class, or permission of instructor. Offered every Fall Semester.","","1","O","20061","['MW 1255-0150PM']","","Research","2006"
"51036","0.25","810","['MUSIC']","Through group instruction, students encounter the fundamentals of singing and an introduction to song literature. Class performance is required. This course may be repeated once. Offered every semester.","","","","","['Sigrid Johnson']","100","['CHM 233']","Voice Class","","164","False","False","A","1","C","20061","['MW 0905-1000']","","Research","2006"
"51037","0.25","810","['MUSIC']","Through group instruction, students encounter the fundamentals of singing and an introduction to song literature. Class performance is required. This course may be repeated once. Offered every semester.","","","","","['Sigrid Johnson']","100","['CHM 233']","Voice Class","","164","False","False","B","1","C","20061","['MW 1150-1245PM']","","Research","2006"
"51038","0.25","810","['MUSIC']","Through group instruction, students encounter the fundamentals of singing and an introduction to song literature. Class performance is required. This course may be repeated once. Offered every semester.","","","","","['Sigrid Johnson']","100","['CHM 233']","Voice Class","","164","False","False","C","1","C","20061","['MW 1255-0150PM']","","Research","2006"
"51065","1.0","616","['HIST']","This course surveys women's experience in American life from the colonial period to the present. Students examine the changing economic, social, and legal status of women's, society's attitudes towards women, and the growth of a women's movement. Offered most years.","","","","","['Judy Kutulas']","200","['HH 501']","Women in America","","272","False","False","","1","C","20061","['MWF 1255-0150PM']","","Research","2006"
"51066","1.0","431","['ENGL']","Students study individual texts as well as the development of women's literary tradition(s). How do women writers conform to and/or challenge the dominant paradigm for female identity, women's social roles and women's literary practice? Topics may include women's autobiographies, women writers and the land, contemporary women's fiction and major women writers.","","","","","['Jenny Dunning']","200","['RML 421']","Women's Lit","","286","False","False","","1","C","20061","['MWF 0200-0255PM']","Women's Literature","Research","2006"
"51068","1.0","829","['MUSIC']","An introduction to non-Western music, this course explores ethnically diverse performance practices and styles, ethnomusicological techniques for studying non-Western music and the relationship of music of various cultures to events important to those cultures. Offered Fall Semester.","","","","","['David Hagedorn']","200","['CHM 233']","World Music","","237","False","False","","1","C","20061","['MWF 1045-1140']","","Research","2006"
"51070","1.0","483","['FREN']","This course provides students with intensive practice in various types of writing in French (e.g., summary, description, narration, letter-writing). Topics and model texts, including a selection of non-literary texts, are chosen by instructor. Taught in French, the course involves discussion, writing and revising and stresses advanced grammar review. Prerequisite: French 232, 233, or equivalent.","","","","","['Jolene Barjasteh']","200","['OM 026', 'OM 026']","Writing French","","251","False","Prerequisite: French 232, 233, or equivalent.","","1","O","20061","['T 0120-0245PM', 'Th 0215-0335PM']","","Research","2006"
"51071","0.5","1016","['PEAC']","Students learn the principles, techniques and safety aspects of weight-training and implement a personal training plan. Students participate in a wide range of assessments (strength, power, endurance, nutrition, flexibility, body composition, stress).","","","","","['Robert K. McCarthy']","100","['TC']","Wt Training Co-Ed .50","","140","False","False","","1","C","20061","['MWF 0905-1000']","Weight Training","Research","2006"
"51072","0.25","1017","['PEAC']","Students learn the principles of training, basic techniques and safety procedures. Students develop and implement a personal training plan during the course.","","","","","['Staff']","100","['MFH_WT_RM']","Wt Training-Men","PE Activity 141A has been cancelled.","141","False","False","A","1","X","20061","['MW 0800-0855']","Weight Training Men","Research","2006"
"51073","0.25","1018","['PEAC']","Students learn the principles of training, basic techniques and safety procedures. Students develop and implement a personal training plan during the course.","","","","","['Christine Daymont']","100","['TC']","Wt Training-Women","","142","False","False","","1","C","20061","['TTh 0800-0855']","Weight Training Women","Research","2006"
"52658","1.0","1192","['REL']","This course introduces students to Christian theology, provides an overview of central Christian beliefs (e.g., about God, Christ, creation, salvation, sin, faith, the church) and critically examines their origins, meaning, coherence and contemporary validity. How should Christians understand themselves and the world in light of the God made known in Jesus Christ?","","","","","['Gregory A. Walter']","200","['BMC 101']","Essentials Chr Theol","","201","False","False","B","1","C","20061","['MWF 0905-1000']","Essentials of Christian Theology","Research","2006"
"52659","1.0","1177","['PSYCH']","Students will examine theories of normal personality development in an effort to understand the factors that shape personality. Is personality biologically determined? Is it a result of interpersonal experiences, learning and reinforcement? Are other factors involved as well? We will investigate prominent personality theories of this century and their conceptualizations of this fundamental aspect of human experience. Prerequisite: Psychology 125. Offered every year.","","","","","['Michael E. Sadler']","200","['HH 307', 'HH 307']","Psych of Personality","","271","False","Prerequisite: Psychology 125. Offered every year.","","1","C","20061","['T 0800-0925', 'Th 0800-0920']","Psychology of Personality","Research","2006"
"52664","1.0","1186","['PSYCH']","Issues courses allow in-depth study of particular themes or topics in psychology. Students get below the surface of broad textbook summaries and introductory material. Past seminars have included: linguistics, personal narrative and lifestory, addictions, women and madness, integrative therapies and the biopsychology of mental disorders. Prerequisite: Psychology 125. Specific topics are announced each year. Different topics may be repeated for credit. Offered each semester.","","","","","['Deborah Anderson']","300","['BMC 111']","Sem: Health Psych","","390","False","Prerequisite: Psychology 125. Specific topics are announced each year. Different topics may be repeated for credit. Offered each semester.","D","1","O","20061","['MWF 1255-0150PM']","Issues in Psychology","Seminar","2006"
"52673","1.0","1193","['REL']","This course introduces the central matters for argument in Christian theology -- God and Christ -- through close reading and critical analysis of selected classic (pre-1700) and modern theological texts. We will focus on the reasons supporting classic Christian beliefs about God, Christ and related topics and on the modern theological criticism of those beliefs. Is it still possible to be a Christian in the beginning of the 21st century?","","","","","['Philip E. Stoltzfus']","200","['BMC 102', 'BMC 102']","Classics and Moderns","","202","False","False","","1","C","20061","['T 0120-0245PM', 'Th 0215-0335PM']","","Research","2006"
"52674","1.0","1197","['REL']","Students examine traditional Christian doctrines in light of feminist critiques and reformulations. The course focuses especially upon language and images of God, the person of Christ and the work of redemption and understandings of human nature. Students evaluate arguments for and against the compatibility of Christianity and feminism.","","","","","['David Booth']","200","['BMC 110']","Intro Feminist Theol","","209","False","False","","1","C","20061","['MWF 0200-0255PM']","Introduction to Feminist Theology","Research","2006"
"52699","1.0","1209","['REL']","Why does human life involve suffering? If God is omnipotent and good, why does evil exist? Is God responsible, or can all evil -- and the suffering that accompanies it -- be explained by sin or human frailty. Students will explore some of the ways that Christian theology had attempted to respond to these questions, and they will also examine challenges to the Christian perspective.","","","","","['Edmund Santurri']","200","['BMC 102']","God & Human Suffering","","225","False","False","B","1","C","20061","['MWF 1150-1245PM']","God and Human Suffering","Research","2006"
"52700","1.0","1233","['REL']","Students explore the religious significance of selected works of literature and examine how literary plot, character, symbolism and theme raise religious questions, reveal ethical concerns and imply theological convictions.","","","","","['John Barbour']","200","['BMC 110', 'BMC 110']","Religion & Literature","","280","False","False","","1","C","20061","['T 0935-1100', 'Th 0930-1050']","Religion and Literature","Research","2006"
"52701","1.0","1243","['REL']","This course offers a critical analysis of the development of Christian thought in the modern period, 17th century to 1970. Students pay special attention to the rise of modern historical and philosophical outlooks which challenge traditional Christian claims and to the appropriation and criticism of these outlooks in modern theology. Students read from Edwards, Schleiermacher, Barth, Bultmann and others.","","","","","['Charles Wilson']","300","['BMC 110']","Hist Chr Thought III","","304","False","False","","1","C","20061","['MWF 0905-1000']","History of Christian Thought III","Research","2006"
"52702","1.0","1255","['REL']","","","","","","['David Booth']","300","['BMC 109', 'BMC 109']","Sem: Christian Discourse","","396","False","False","","1","C","20061","['T 0935-1100', 'Th 0930-1050']","Studies in Religion","Research","2006"
"52705","1.0","1227","['REL']","This course examines the faith of Israel in the God of the covenant and how the covenant faith was shaped in the community of Israel and expressed in its literature.","","","","","['Gary Stansell']","200","['BMC 101']","Old Test/Hebrew Bible","","270","False","False","","1","C","20061","['MWF 1150-1245PM']","Old Testament/Hebrew Bible","Research","2006"
"52706","1.0","516","['GERM']","Explores expository texts such as (auto)biographical writings, journalistic articles and critical essays, with an eye to understanding the strategic organization of the text, the information presented and the relationship between the two. Analysis of structure, style, argumentation, evidence and perspective. Review of cases, tenses and word order. Regular group conversations with native speakers. Open to non-majors. Taught in German. Prerequisite: German 232 or equivalent. GE: FOL-G. Offered every Spring Semester.","","","","","['Karl Fink']","200","['TB 227']","Exploring Non-Fiction","","252","False","Prerequisite: German 232 or equivalent. GE: FOL-G. Offered every Spring Semester.","","1","O","20061","['MWF 1150-1245PM']","","Research","2006"
"52708","0.25","347","['DANCE']","Ballroom classes are taught from a social/aesthetic perspective. In this course, students learn fundamental steps, rhythms and styling in foxtrot, slow waltz, Viennese waltz, east coast swing and cha cha or samba.","","","","","['Anne von Bibra']","100","['DC Studio 1', 'DC Studio 1']","Ballroom I (Men)","","106","True","False","C","1","C","20061","['T 0200-0255PM', 'Th 0240-0335PM']","Ballroom I","Research","2006"
"52709","0.25","347","['DANCE']","Ballroom classes are taught from a social/aesthetic perspective. In this course, students learn fundamental steps, rhythms and styling in foxtrot, slow waltz, Viennese waltz, east coast swing and cha cha or samba.","","","","","['Anne von Bibra']","100","['DC Studio 1', 'DC Studio 1']","Ballroom I (Women)","","106","True","False","D","1","C","20061","['T 0200-0255PM', 'Th 0240-0335PM']","Ballroom I","Research","2006"
"52710","0.5","352","['DANCE']","This studio course introduces students to the movement concepts and vocabulary of modern dance, ballet, tap and jazz and Laban Movement Analysis and their application to performance in theater, music and dance. Emphasis is on perceiving, describing and experiencing the movement possibilities for the director/actor, conductor/musician, choreographer/dancer. A ticket/transportation fee is required for trips to professional theaters in the Twin Cities.","","","","","['Susan Bauer']","100","['DC Studio 1']","Movement/Perf Artist","","115","False","False","","1","O","20061","['MWF 0905-1000']","Movement for the Performing Artist","Research","2006"
"52711","0.25","346","['DANCE']","Students explore pulse and rhythm through a range of dance and movement activities, including African dance, hand drumming, tap dance, Latin dance, body percussion, and voice work. The class investigates how rhythms are established as we shift body weight, manipulate time, and emphasize a pulse. Students also explore the connections between rhythm, the innate instinct to follow rhythmic patterns in life and the predisposition to generate our own rhythms.","","","","","['Sheryl Saterstrom']","100","['DC Studio 2']","The Beat Goes On","","105","True","False","","1","C","20061","['TTh 0800-0855']","","Research","2006"
"52714","1.0","782","['MGMT']","This course investigates accounting principles used to value assets, liabilities, revenue and expenses. Case studies illustrate the effect of alternative accounting methods on financial statements and highlight the need for financial reporting standards. Prerequisite: Management Studies 225. Offered Fall Semester.","","","","","['Mary Ann Emery']","200","['HH 413', 'HH 413']","Intermed Acct Theory","","259","False","Prerequisite: Management Studies 225. Offered Fall Semester.","","1","O","20061","['T 0800-0925', 'Th 0800-0920']","Intermediate Accounting Theory","Research","2006"
"52715","1.0","534","['GCON']","Students examine the Renaissance's return to classical values and the Reformation's return to early Christian attitudes which challenge the authority of the medieval synthesis. Students trace the development of new sources of authority including the new science with its influence on art, literature, politics and philosophy. Discussions consider Luther, Calvin, Descartes, Locke, Milton, Aphra Behn, Voltaire, Rousseau, Goethe, Teresa of Avila, Wollstonecraft and the artistry of Michaelangelo, Caravaggio, Bach and Shakespeare.","","","","","['Bryn Geffert']","200","['HH 515']","New Forces of Secular","","217","False","False","E","1","C","20061","['MWF 1045-1140']","The Tradition Renewed: New Forces of Secularization","Research","2006"
"52716","1.0","534","['GCON']","Students examine the Renaissance's return to classical values and the Reformation's return to early Christian attitudes which challenge the authority of the medieval synthesis. Students trace the development of new sources of authority including the new science with its influence on art, literature, politics and philosophy. Discussions consider Luther, Calvin, Descartes, Locke, Milton, Aphra Behn, Voltaire, Rousseau, Goethe, Teresa of Avila, Wollstonecraft and the artistry of Michaelangelo, Caravaggio, Bach and Shakespeare.","","","","","['Margaret Odell']","200","['HH 516']","New Forces of Secular","","217","False","False","F","1","C","20061","['MWF 1045-1140']","The Tradition Renewed: New Forces of Secularization","Research","2006"
"52724","1.0","462","['ENVST']","The discussion of wilderness today often focuses on non-human benefits, such as the protection of biodiversity or wildlife habitat. A significant tradition of American thought and literature also emphasizes the benefits of wilderness for human beings, including spirituality, freedom, morality, self-reliance and solitude. This seminar, offered annually, explores the importance of wilderness in American thought and assesses its value for society today.","","","","","['Emily A. Swanson']","200","['DC 305']","Saving Wild Places","","259","False","False","","1","C","20061","['MWF 0800-0855']","","Research","2006"
"52732","1.0","546","['GREEK']","It has been said that all philosophy is a mere footnote to Plato and Aristotle. In this Greek course students read extensively in the works of the two renowned philosophers while examining the forces that influenced them and the impact that Greek philosophy exerted on subsequent ages. Prerequisite: Greek 231 or equivalent. GE: FOL-K. Offered in alternate years.","","","","","['Anne Groton']","300","['OM 003', 'OM 003']","Greek Philosophers","","372","False","Prerequisite: Greek 231 or equivalent. GE: FOL-K. Offered in alternate years.","","1","O","20061","['T 0935-1100', 'Th 0930-1050']","Greek Philosophy","Research","2006"
"52734","1.0","718","['LATIN']","Students translate selections from one or more genres of ancient Latin literature while exploring a specific topic or theme chosen by the instructor. Close study of the text is combined with discussion of broader literary, historical, and cultural questions. Sample topics: ""Greek Myths Transformed in Latin Poetry,"" ""Ancient Biographies of the Roman Emperors,"" ""The Letter-Writing Tradition from Cicero to Augustine."" Prerequisite: Latin 231 or equivalent. Offered every third year.","","","","","['James May']","300","['OM 003', 'OM 003']","Top Lat Lit: Epistolgraph","","370","False","Prerequisite: Latin 231 or equivalent. Offered every third year.","","1","O","20061","['T 0120-0245PM', 'Th 0215-0335PM']","Topics in Latin Literature","Topic","2006"
"52835","1.0","1104","['PSCI']","Why do some societies have democratic political systems and others authoritarian ones? What is democracy? Is it the norm or the exception? The course provides a foundation for the understanding of contemporary political regimes. It applies the major concepts of comparative analysis to the political systems of Western and non-Western societies.","","","","","['D Christopher Brooks']","100","['Mod 4']","Comparative Politics","","112","False","False","B","1","C","20061","['MWF 0905-1000']","","Research","2006"
"52836","1.0","1113","['PSCI']","This course explores the diverse modes of inquiry in the discipline of political science. Broadly centered around the question, How do you know?, students will focus on different methods of locating and collecting data, reviewing political texts and contested concepts and constructing theoretical explanations of political phenomena. Prerequisite: one previous course in department.","","","","","['Daniel Hofrenning']","200","['HH 307']","Analyzing Politics","","220","False","Prerequisite: one previous course in department.","B","1","C","20061","['MWF 1045-1140']","Analyzing Politics and Policies","Research","2006"
"52837","1.0","1125","['PSCI']","Political parties have traditionally served to organize the American electoral process but not to govern. Is their role changing? This course examines party organization, candidate recruitment, campaign strategies, the role of the media, election financing and citizen participation. Offered in 2002-03 and alternate years.","","","","","['Daniel Hofrenning']","200","['HH 301']","Parties & Elections","","255","False","False","","1","C","20061","['MWF 0200-0255PM']","Political Parties and Elections","Research","2006"
"52838","1.0","1127","['PSCI']","Often controversial, U.S.-Latin American relations occupy a special place in the foreign policy of the United States. Students compare differing views of political issues of importance to both regions and explore the emergence of U.S. power, interventionism, cooperation, revolution, collective security, the transition to democracy and the influence of economic factors on the relationship between Latin America and the U.S. Offered in alternate years.","","","","","['Kristina Thalhammer']","200","['HH 317', 'HH 317']","US/Latin Am Relations","","257","False","False","","1","C","20061","['T 1145-0110PM', 'Th 1245-0205PM']","U.S. -- Latin American Relations","Research","2006"
"52839","1.0","1142","['PSCI']","The department periodically offers special topics courses. The specific title of the course will be listed in the Class and Lab Schedule when it is offered.","","","","","['D Christopher Brooks']","200","['HH 301']","Top: West European Polit","","299","False","False","","1","O","20061","['MWF 1150-1245PM']","Topics in Political Science","Topic","2006"
"52840","1.0","1145","['PSCI']","This course focuses on key mechanisms used in attempts to transfer, institutionalize and consolidate political power in Latin America, specifically: revolution and armed revolt, the creation of authoritarian and military regimes, transitions to democracy and creation of new economic structures. Using theory, historical fictional and factual accounts, students look for the human ramifications of these dramatic changes as well as exploring their nature and origins. Prerequisites: Political Science 112 and a course on Latin America. Offered periodically.","","","","","['Kristina Thalhammer']","300","['RML 421', 'RML 421']","Sem: Lat Am Relations","","367","False","Prerequisites: Political Science 112 and a course on Latin America. Offered periodically.","","1","C","20061","['T 0120-0245PM', 'Th 0215-0335PM']","Seminar in Latin American Politics","Seminar","2006"
"52841","1.0","1144","['PSCI']","The course introduces core questions, concepts and theories of international relations. Topics will vary, ranging from persistent problems and enduring themes in global relations to prominent questions confronting scholars of international relations. The course highlights methods and practices of political science research, and includes a major research project. Prerequisites: Political Science 220 and one other course in international relations. Offered annually.","","","","","['Anthony Lott']","300","['SC 210', 'SC 210']","Sem: Intl Relations","","321","False","Prerequisites: Political Science 220 and one other course in international relations. Offered annually.","","1","C","20061","['T 0935-1100', 'Th 0930-1050']","Seminar in International Relations","Seminar","2006"
"52843","1.0","486","['FREN']","Students explore French-speaking regions of the world outside France (North America, the Caribbean, Africa) through the close reading, discussion and analysis of literary and other texts and a selection of music and/or media. Readings, discussions, viewings, written and oral assignments are organized around the exploration of specific topics or themes chosen by the instructor. Recent courses have considered Manitoba, Quèbec, and North Africa. Taught in French. Prerequisite: minimum of one 250-level course (two recommended).","","","","","['M. Clare Mather']","200","['OM 026', 'OM 026']","Fr World: Immigr Lit","","271","False","Prerequisite: minimum of one 250-level course (two recommended).","","1","O","20061","['T 1145-0110PM', 'Th 1245-0205PM']","The Francophone World","Research","2006"
"52844","1.0","492","['FREN']","Students explore a specified topic or theme in language, in literature, or in culture/civilization, or in a combination of these, through close reading, discussion, analysis, and interpretation of selected literary and/or non-literary works. Sample topics include ""The Courtly Love Tradition,"" ""Post-Colonial French Caribbean Literature,"" ""Madness and the Romantic Dream,"" and ""The Question of Female Identity in Post-Colonial North Africa."" Taught in French. Prerequisite: minimum of one 270-level course.","","","","","['Herve Pensec']","300","['OM 030', 'OM 030']","Top: Caribbean Lit","","372","False","Prerequisite: minimum of one 270-level course.","","1","O","20061","['T 0935-1100', 'Th 0930-1050']","Topics in Francophone Studies","Topic","2006"
"52845","1.0","1325","['SPAN']","Students expand their skills by continuing to listen, speak, read and write on such topics as the concept of time, leisure activities and culinary traditions in North American and Hispanic cultures and to work in the Language Lab. Prerequisite: Spanish 111 or placement. Offered Fall and Spring Semesters and in Interim.","","","","","['Staff']","100","['OM 031']","Beginning Spanish II","Spanish 112D has been cancelled.","112","False","Prerequisite: Spanish 111 or placement. Offered Fall and Spring Semesters and in Interim.","D","1","X","20061","['MWF 0800-0855']","","Research","2006"
"52846","1.0","1336","['SPAN']","Students examine the diverse elements that have shaped Latin American culture through an exploration of political, social, economic, religious, and artistic topics. They develop skills in critical analysis through reading, discussion, and written and/or oral projects. The course features the study of selected literary and non-literary texts, including at least one substantive literary work. Taught in Spanish. Prerequisite: Spanish 250.","","","","","['Sylvia Carullo']","200","['OM 021', 'OM 021']","Heritage Latin America","","272","False","Prerequisite: Spanish 250.","","1","O","20061","['T 0800-0925', 'Th 0800-0920']","Cultural Heritage of Latin America","Research","2006"
"52847","1.0","1340","['SPAN']","Students explore the processes involved in the acquisition of Spanish as a first and second language and the variation present in the language of both native and non-native speakers of Spanish from Spain, Latin America, and the U.S. It features the study of Hispanic linguistics, with special attention paid to the socio-cultural contexts in which it is used as well as its structural aspects. Includes the study of at least one substantive literary work and a pronunciation lab. Taught in Spanish. Prerequisite: Spanish 250.","","","","","['Maggie Broner']","200","['OM 021', 'OM 021']","Spanish 1st/2nd Lang","","276","False","Prerequisite: Spanish 250.","","1","C","20061","['T 1145-0110PM', 'Th 1245-0205PM']","Spanish as a First and Second Language","Research","2006"
"52848","1.0","1347","['SPAN']","Explores a topic pertinent to more than one geographic area of the Spanish-speaking world (Spain, Latin America, and the Hispanic U.S.). Students focus on comparative analysis through reading, discussion, and writing in Spanish. Sample topics include: Dictatorship and Literature; Patterns of Colonialism; Language and Identity; and Human Rights and Social Justice. Students may register more than once provided a different topic is offered. Includes the study of at least one substantive literary work. Taught in Spanish. Prerequisite: Spanish 250 and at least one 270-level course.","","","","","['Leon Narvaez']","300","['OM 004']","Comp Hisp: Destiny","","315","False","Prerequisite: Spanish 250 and at least one 270-level course.","","1","O","20061","['MWF 0200-0255PM']","Comparative ""Hispanidades""","Topic","2006"
"52850","1.0","1308","['SOAN']","This class investigates death-related behavior from an American and cross-cultural structural perspective, seeking to understand patterns of social interaction surrounding and giving meaning to dying, death and bereavement. Topics include: death meanings and anxiety, religion and death-related customs, the dying process, hospice as a social movement, biomedical issues, the funeral industry and death rituals and the social understanding of the bereavement process. Offered Fall or Spring Semester.","","","","","['Michael Leming']","200","['HH 403', 'HH 403']","Dying, Death, Bereavement","","248","False","False","B","1","C","20061","['T 0120-0245PM', 'Th 0215-0335PM']","Sociology of Dying, Death and Bereavement","Research","2006"
"52851","1.0","1311","['SOAN']","This course compares gender patterns and issues in various cultures around the world, such as Latin America, the Middle East, India, the U.S. and East Asia. How do cultural expectations for women and men vary? Why do some societies have more gender equality than others? How do economic and political change, including globalization, impact gender roles? How do U.S. and Third World feminism compare? Offered Fall Semester.","","","","","['Carolyn Anderson']","200","['RML 525']","Gender/C-Cult/Persp","","261","False","False","","1","C","20061","['MWF 1255-0150PM']","Gender in Cross-Cultural Perspective","Research","2006"
"52852","1.0","1392","['THEAT']","Examines theatrical activities, in the period 1700 to the present, from three interrelated perspectives 1) theater as social history, 2) theater as dramatic literature and 3) theater as performance; i.e. the result of creative decisions made by playwrights, actors, directors and designers. Prerequisite: Theatre 110. Offered in 2003-04 and alternative years.","","","","","['Karen Wilson']","200","['TB 227']","Hist Theat-Since 1700","","271","False","Prerequisite: Theatre 110. Offered in 2003-04 and alternative years.","","1","O","20061","['MWF 1045-1140']","History of Theater since 1700","Research","2006"
"52854","1.0","756","['MATH']","This course is an introduction to topological spaces and their structure from point-set, differential and algebraic points-of-view. Topics may include separation axioms, compactness, connectedness, classification of surfaces, homology, fundamental group and others. Prerequisite: Math 244 or 252. Last offered in 2002-03 and alternate years.","","","","","['Paul Humke']","300","['SC 188', 'SC 188']","Topology","","348","False","Prerequisite: Math 244 or 252. Last offered in 2002-03 and alternate years.","","1","O","20061","['T 1145-0110PM', 'Th 1245-0205PM']","","Research","2006"
"52855","1.0","1403","['STAT']","A first course in statistical methods for scientists, this course addresses issues for proposing/designing an experiment, as well as exploratory and inferential techniques for analyzing and modeling scientific data. Topics include probability models, exploratory graphics, descriptive techniques, statistical designs, hypothesis testing, confidence intervals, Bayesian inference, simple/multiple regression, and methods for censored data. Prerequisite: Mathematics 119 or 120 or 122 and an introductory science course.","","","","","['Julie M. Legler']","200","['SC 182']","Statistics for Science","","212","False","Prerequisite: Mathematics 119 or 120 or 122 and an introductory science course.","B","1","C","20061","['MWF 0200-0255PM']","Statistics fpt the Sciences","Research","2006"
"52856","1.0","287","['CSCI']","A survey of fundamental concepts of computer science through an interactive exploration of the Scheme programming language, this course is organized around three approaches to programming: functional, imperative, and object-oriented programming. Topics covered include problem-solving and algorithm development, basic data structures, programming style and documentation, recursion, iteration and loop invariants, elementary algorithm analysis, concepts of object-oriented programming and applications.","","","","","['Olaf A. Hall-Holt']","100","['SC 186']","Principles Comp Sci","","121","False","False","C","1","O","20061","['MWF 1255-0150PM']","Principles of Computer Science","Research","2006"
"52857","1.0","298","['CSCI']","This course surveys technologies represented in networked software systems based on the client-server model, including graphics user interfaces (GUIs) and databases, and features a team project to design and build such a system with interdisciplinary application. Design of client- server systems, GUI applications, event-driven programming, APIs, databases and SQL query language, embedded queries, data modeling, concurrency, network programming, security and ethical considerations, and team programming methodologies. Prerequisites: Computer Science 125 or 251, or consent of the instructor.","","","","","['Richard Brown']","200","['OMH 300']","Client-Server Appl","","284","False","Prerequisites: Computer Science 125 or 251, or consent of the instructor.","","1","O","20061","['MWF 0200-0335PM']","Client-Server Applications","Research","2006"
