"clbid","credits","crsid","departments","enrolled","firsties","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"11076","1.0","1326","[""SPAN""]","24","""0/999""","","","","[""Maggie Broner""]","""0/999""","200","[""OM 021""]","18","""Intermed Spanish I""","231","false","""C""","1","""0/999""","""0/999""","""O""","20051","[""MWF 1045-1140""]","""Intermediate Spanish I""","""Research""","2005"
"11077","1.0","1326","[""SPAN""]","24","""0/999""","","","","[""Kris A. Cropsey""]","""0/999""","200","[""OM 021""]","18","""Intermed Spanish I""","231","false","""D""","1","""0/999""","""0/999""","""O""","20051","[""MWF 1150-1245PM""]","""Intermediate Spanish I""","""Research""","2005"
"11078","1.0","1326","[""SPAN""]","27","""0/999""","","","","[""Kris A. Cropsey""]","""0/999""","200","[""OM 021""]","18","""Intermed Spanish I""","231","false","""E""","1","""0/999""","""0/999""","""O""","20051","[""MWF 1255-0150PM""]","""Intermediate Spanish I""","""Research""","2005"
"11079","1.0","1326","[""SPAN""]","24","""0/999""","","","","[""Juliet A. Lynd""]","""0/999""","200","[""OM 004""]","18","""Intermed Spanish I""","231","false","""F""","1","""0/999""","""0/999""","""O""","20051","[""MWF 1255-0150PM""]","""Intermediate Spanish I""","""Research""","2005"
"11080","1.0","1326","[""SPAN""]","24","""0/999""","","","","[""Juliet A. Lynd""]","""0/999""","200","[""OM 021""]","18","""Intermed Spanish I""","231","false","""G""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0200-0255PM""]","""Intermediate Spanish I""","""Research""","2005"
"11081","1.0","1326","[""SPAN""]","24","""0/999""","","","","[""Kris A. Cropsey""]","""0/999""","200","[""OM 021""]","22","""Intermed Spanish I""","231","false","""H""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0200-0255PM""]","""Intermediate Spanish I""","""Research""","2005"
"11082","1.0","1327","[""SPAN""]","23","""0/999""","","","","[""Joseph McClanahan""]","""0/999""","200","[""OM 020"", ""OM 020""]","17","""Intermed Spanish II""","232","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""T 0800-0925"", ""Th 0800-0920""]","""Intermediate Spanish II""","""Research""","2005"
"11083","1.0","1327","[""SPAN""]","20","""0/999""","","","","[""Sylvia Carullo""]","""0/999""","200","[""OM 020"", ""OM 020""]","17","""Intermed Spanish II""","232","false","""B""","1","""0/999""","""0/999""","""O""","20051","[""T 0935-1100"", ""Th 0930-1050""]","""Intermediate Spanish II""","""Research""","2005"
"11084","1.0","1327","[""SPAN""]","21","""0/999""","","","","[""Ariel Strichartz""]","""0/999""","200","[""OM 020"", ""OM 020""]","22","""Intermed Spanish II""","232","false","""C""","1","""0/999""","""0/999""","""O""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Intermediate Spanish II""","""Research""","2005"
"11085","1.0","1327","[""SPAN""]","22","""0/999""","","","","[""Joseph McClanahan""]","""0/999""","200","[""OM 021"", ""OM 021""]","17","""Intermed Spanish II""","232","false","""D""","1","""0/999""","""0/999""","""C""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Intermediate Spanish II""","""Research""","2005"
"11086","1.0","1327","[""SPAN""]","9","""0/999""","","","","[""Sylvia Carullo""]","""0/999""","200","[""OM 021"", ""OM 021""]","17","""Intermed Spanish II""","232","false","""E""","1","""0/999""","""0/999""","""O""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Intermediate Spanish II""","""Research""","2005"
"11087","1.0","1330","[""SPAN""]","18","""0/999""","","","","[""Leon Narvaez""]","""0/999""","200","[""OM 021"", ""OM 021""]","20","""Gateway Sp-Spkng Wrld""","250","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2005"
"11088","1.0","1330","[""SPAN""]","20","""0/999""","","","","[""Juliet A. Lynd""]","""0/999""","200","[""OM 030"", ""OM 030""]","21","""Gateway Sp-Spkng Wrld""","250","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2005"
"11089","1.0","1330","[""SPAN""]","18","""0/999""","","","","[""Gwendolyn Barnes-Karol""]","""0/999""","200","[""OM 020"", ""OM 020""]","21","""Gateway Sp-Spkng Wrld""","250","false","""C""","1","""0/999""","""0/999""","""C""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2005"
"11090","1.0","1337","[""SPAN""]","11","""0/999""","","","","[""Sylvia Carullo""]","""0/999""","200","[""OM 031""]","18","""Heritage/Hispanic US""","273","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0200-0255PM""]","","""Research""","2005"
"11091","1.0","1339","[""SPAN""]","25","""0/999""","","","","[""Gwendolyn Barnes-Karol""]","""0/999""","200","[""OM 035"", ""OM 035""]","25","""Exploring Hispanic Lit""","275","false","","1","""0/999""","""0/999""","""C""","20051","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2005"
"11092","1.0","1341","[""SPAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"11093","1.0","1342","[""SPAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"11094","1.0","1343","[""SPAN""]","18","""0/999""","","","","[""Maggie Broner""]","""0/999""","300","[""OM 020""]","18","""Lang/Soc: Topics""","311","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 1255-0150PM""]","","""Topic""","2005"
"11095","1.0","1345","[""SPAN""]","12","""0/999""","","","","[""Leon Narvaez""]","""0/999""","300","[""OM 021"", ""OM 021""]","18","""Lit/Soc/Sp: Topics""","313","false","","1","""0/999""","""0/999""","""O""","20051","[""T 0935-1100"", ""Th 0930-1050""]","","""Topic""","2005"
"11096","1.0","1354","[""SPAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"11097","1.0","1355","[""SPAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"11098","1.0","1359","[""SWRK""]","34","""0/0""","","","","[""Mary Carlsen""]","""0/21""","200","[""HH 317""]","45","""Soc Work/Soc Services""","221","false","","1","""0/10""","""0/36""","""O""","20051","[""MWF 0200-0255PM""]","""Social Work and Social Services""","""Research""","2005"
"11099","1.0","1360","[""SWRK""]","11","""0/0""","","","","[""Mary Carlsen""]","""0/24""","200","[""OM 035""]","25","""Hum Behav in Soc Env""","246","false","","1","""0/5""","""0/0""","""C""","20051","[""MWF 1045-1140""]","""Human Behavior in the Social Environment""","""Research""","2005"
"11100","1.0","1361","[""SWRK""]","11","""0/0""","","","","[""Naurine Lennox""]","""0/24""","200","[""HH 302"", ""HH 302""]","25","""Incl Pract: Ind/Fam""","254","false","","1","""0/5""","""0/0""","""C""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Methods and Skills in Social Work I""","""Research""","2005"
"11101","1.0","1366","[""SWRK""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"11102","1.0","1367","[""SWRK""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"11103","1.0","1368","[""SWRK""]","7","""0/0""","","","","[""Mary Carlsen""]","""0/0""","300","[""BC 220"", ""BC 220"", ""BC 220""]","12","""Culturally Comp Pract""","373","false","","1","""0/12""","""0/0""","""C""","20051","[""MWF 0800-1000"", ""MWF 1150-0150PM"", ""Th 0935-1050""]","""Methods and Skills in Social Work III""","""Research""","2005"
"11104","2.5","1369","[""SWRK""]","7","""0/0""","","","","[""Naurine Lennox""]","""0/0""","300","[""HH 515"", ""HH 515""]","12","""Field Practicum""","380","false","","1","""0/12""","""0/0""","""C""","20051","[""M-F 0800-0925"", ""M 0700-1000PM""]","","""Research""","2005"
"11105","1.0","1372","[""SWRK""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"11106","1.0","1373","[""SWRK""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"11107","1.0","1375","[""THEAT""]","40","""0/999""","","","","[""Karen Wilson""]","""0/999""","100","","50","""Intro to Theater""","110","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0905-1000""]","""Introduction to Theater""","""Research""","2005"
"11108","1.0","1376","[""THEAT""]","18","""0/999""","","","","[""Jeanne I. Willcoxon""]","""0/999""","100","[""TB Haugen""]","18","""Acting for Non-Majors""","115","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 1045-1140""]","""Acting for the Non-Major""","""Research""","2005"
"11109","1.0","1377","[""THEAT""]","23","""0/999""","","","","[""Barbara J. Evans""]","""0/999""","100","[""TB 216""]","20","""Public Speaking""","120","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 1150-1245PM""]","","""Research""","2005"
"11110","1.0","1378","[""THEAT""]","17","""0/999""","","","","[""Dona W. Freeman""]","""0/999""","100","[""TB Haugen"", ""TB Haugen""]","12","""Intro to Acting""","130","false","","1","""0/999""","""0/999""","""C""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Introduction to Acting""","""Research""","2005"
"11111","1.0","1381","[""THEAT""]","16","""0/999""","","","","[""Steven E. Reiser""]","""0/999""","100","[""TB Green Rm""]","16","""Scenery Costumes""","150","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 1045-1140""]","""Scenery and Costume Production""","""Research""","2005"
"11112","1.0","1384","[""THEAT""]","12","""0/999""","","","","[""Dona W. Freeman""]","""0/999""","200","[""TB Haugen"", ""TB Haugen""]","16","""Intermediate Acting""","230","false","","1","""0/999""","""0/999""","""O""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2005"
"11113","1.0","1385","[""THEAT""]","18","""0/999""","","","","[""Gary C. Gisselman""]","""0/999""","200","[""TB 227/HAUGE""]","16","""Intro to Directing""","232","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 0905-1000""]","""Beginning Stage Direction""","""Research""","2005"
"11114","0.25","1386","[""THEAT""]","8","""0/999""","","","","[""Karen Wilson""]","""0/999""","200","","18","""Thtr Prac: Act/Direct""","233","true","""A""","1","""0/999""","""0/999""","""O""","20051","","""Theater Practicum: Acting, Directing, Dramaturgy""","""Research""","2005"
"11115","0.25","1386","[""THEAT""]","4","""0/999""","","","","[""Brian Bjorklund""]","""0/999""","200","","18","""Thtr Prac: Act/Produc""","233","true","""B""","1","""0/999""","""0/999""","""O""","20051","","""Theater Practicum: Acting, Directing, Dramaturgy""","""Research""","2005"
"11116","1.0","1388","[""THEAT""]","15","""0/999""","","","","[""Brian Bjorklund""]","""0/999""","200","[""TB Haugen"", ""TB Haugen""]","13","""Lighting & Sound""","250","false","","1","""0/999""","""0/999""","""C""","20051","[""T 0935-1100"", ""Th 0930-1050""]","""Lighting and Sound-Design and Production""","""Research""","2005"
"11117","0.25","1390","[""THEAT""]","12","""0/999""","","","","[""Karen Wilson""]","""0/999""","200","","18","""Th Prac: Scenery/Light""","253","true","""A""","1","""1/999""","""0/999""","""O""","20051","","""Theater Practicum: Design, Technical""","""Research""","2005"
"11118","0.25","1390","[""THEAT""]","10","""0/999""","","","","[""Brian Bjorklund""]","""0/999""","200","[""DC 116""]","10","""Th Prac: Computer Dsn""","253","true","""B""","1","""0/999""","""0/999""","""C""","20051","[""T 0305-0400PM""]","""Theater Practicum: Design, Technical""","""Research""","2005"
"11119","1.0","1391","[""THEAT""]","23","""0/999""","","","","[""Karen Wilson""]","""0/999""","200","[""TB 227""]","25","""Hist Theater-To 1700""","270","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 1150-1245PM""]","""History of Theater up to 1700""","""Research""","2005"
"11120","1.0","1394","[""THEAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","""Internships""","""Research""","2005"
"11121","1.0","1394","[""THEAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","20051","","""Internships""","""Research""","2005"
"11122","1.0","1395","[""THEAT""]","3","""0/999""","","","","[""Dona W. Freeman""]","""0/999""","200","","999","""IS/Acting Shakespeare""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"11123","1.0","1395","[""THEAT""]","1","""0/999""","","","","[""Dona W. Freeman""]","""0/999""","200","","999","""IS/Acting Shakespeare""","298","false","""A""","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"11124","1.0","1395","[""THEAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""B""","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"11125","1.0","1395","[""THEAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""C""","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"11126","1.0","1395","[""THEAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""D""","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"11127","1.0","1395","[""THEAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""E""","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"11128","1.0","1395","[""THEAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""F""","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"11129","1.0","1398","[""THEAT""]","12","""0/999""","","","","[""William Sonnega""]","""0/999""","300","[""TB Sem Rm"", ""TB Sem Rm""]","12","""Top: Playwriting""","379","false","","1","""0/999""","""0/999""","""C""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Topics in Interpretation and Theater""","""Topic""","2005"
"11130","1.0","1400","[""THEAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"11131","1.0","1401","[""THEAT""]","1","""0/999""","","","","[""Karen Wilson""]","""0/999""","300","","999","""IR/Teaching Theater""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"11132","1.0","1401","[""THEAT""]","1","""0/999""","","","","[""Steven E. Reiser""]","""0/999""","300","","999","""IR/Stage Mgmt: Theatre""","398","false","""A""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"11133","1.0","1401","[""THEAT""]","1","""0/999""","","","","[""Gary C. Gisselman""]","""0/999""","300","","999","""IR/American Pop Music""","398","false","""B""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"11134","1.0","1401","[""THEAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""C""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"11135","1.0","1401","[""THEAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""D""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"11136","1.0","1402","[""STAT""]","27","""0/999""","","","","[""Nicole R. Hoft""]","""0/999""","100","[""SC 130""]","25","""Prin of Statistics""","110","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1255-0150PM""]","""Principles of Statistics""","""Research""","2005"
"11137","1.0","1402","[""STAT""]","23","""0/999""","","","","[""Nicole R. Hoft""]","""0/999""","100","[""SC 186""]","25","""Prin of Statistics""","110","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""MWF 0800-0855""]","""Principles of Statistics""","""Research""","2005"
"11138","1.0","1403","[""STAT""]","27","""0/999""","","","","[""Christine N. Kohnen""]","""0/999""","200","[""SC 182""]","30","""Statistics for Science""","212","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 0200-0255PM""]","""Statistics fpt the Sciences""","""Research""","2005"
"11139","1.0","1404","[""STAT""]","12","""0/999""","","","","[""Terry J. Fitzgerald""]","""0/999""","200","[""RML 477"", ""RML 477""]","25","""Stat Problem Solving""","263","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""T 0800-0925"", ""Th 0800-0920""]","""Statistical Problem Solving""","""Research""","2005"
"11140","1.0","1404","[""STAT""]","16","""0/999""","","","","[""Terry J. Fitzgerald""]","""0/999""","200","[""RML 477"", ""RML 477""]","25","""Stat Problem Solving""","263","false","""B""","1","""0/999""","""0/999""","""O""","20051","[""T 0935-1100"", ""Th 0930-1050""]","""Statistical Problem Solving""","""Research""","2005"
"11141","1.0","1405","[""STAT""]","26","""0/999""","","","","[""Julie M. Legler""]","""0/999""","200","[""SC 182"", ""SC 182""]","25","""Statistical Modeling""","272","false","","1","""0/999""","""0/999""","""C""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2005"
"11142","1.0","1409","[""STAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"11143","1.0","1410","[""STAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"11144","1.0","1411","[""STAT""]","8","""0/999""","","","","[""Julie M. Legler""]","""0/999""","300","[""SC 182"", ""SC 182""]","25","""Adv Statistical Model""","316","false","","1","""0/999""","""0/999""","""O""","20051","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2005"
"11145","1.0","1412","[""STAT""]","12","""0/999""","","","","[""Paul J. Roback""]","""0/999""","300","[""SC 182""]","25","""Statistical Theory""","322","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 1255-0150PM""]","","""Research""","2005"
"11146","1.0","1413","[""STAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"11147","1.0","1414","[""STAT""]","1","""0/999""","","","","[""Julie M. Legler""]","""0/999""","300","","999","""IR/Stat Analysis of Ling""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"11289","1.0","1476","[""WMNST""]","20","""0/999""","","","","[""Diane C. LeBlanc""]","""0/999""","100","[""RML 420""]","21","""Intro Womens Studies""","121","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1150-1245PM""]","""Introduction to Women's Studies""","""Research""","2005"
"11290","1.0","1476","[""WMNST""]","20","""0/999""","","","","[""Nancy M. Thompson""]","""0/999""","100","[""DC 204"", ""DC 204""]","21","""Intro Womens Studies""","121","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Introduction to Women's Studies""","""Research""","2005"
"11291","1.0","1477","[""WMNST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","""Internships""","""Research""","2005"
"11292","1.0","1477","[""WMNST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","20051","","""Internships""","""Research""","2005"
"11293","1.0","1478","[""WMNST""]","0","""0/999""","","","","[""Diane C. LeBlanc""]","""0/999""","200","","999","""IS/Indian Female Perspect""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"11294","1.0","1479","[""WMNST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","""Internships""","""Research""","2005"
"11295","1.0","1480","[""WMNST""]","1","""0/999""","","","","[""Judy Kutulas""]","""0/999""","300","","999","""IR/19th Cent Amer Femin""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"11296","1.0","1482","[""ARMS""]","26","""0/999""","","","","[""Joan Hepburn""]","""0/999""","100","[""RML 577"", ""RML 577""]","22","""Intro to Arms""","121","false","","1","""0/999""","""0/999""","""C""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Introduction to American Racial and Multicultural Studies""","""Research""","2005"
"11297","1.0","1486","[""ARMS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"11298","1.0","1487","[""ARMS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"11299","1.0","1487","[""ARMS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""A""","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"11300","1.0","1488","[""ARMS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"11301","1.0","1489","[""ARMS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"47385","1.0","395","[""ENGL""]","29","""0/0""","","","","[""Joseph L. Mbele""]","""0/0""","200","[""RML 421""]","25","""Folklore""","203","false","""B""","1","""0/0""","""0/0""","""C""","20051","[""MWF 0905-1000""]","","""Research""","2005"
"47694","1.0","264","[""ECON""]","15","""0/0""","","","","[""Edward David Emery""]","""0/0""","200","[""HH 301"", ""HH 301""]","25","""Economic Methods""","233","false","","1","""0/0""","""0/0""","""O""","20051","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2005"
"47695","1.0","498","[""GE""]","17","""0/0""","","","","[""Mary Griep""]","""0/0""","100","[""DC 204""]","19","""First-Year Writing""","111","false","""E""","1","""0/0""","""0/0""","""O""","20051","[""MWF 0200-0255PM""]","","""Research""","2005"
"47699","1.0","572","[""HIST""]","15","""0/0""","","","","[""David M. Perry""]","""0/0""","100","[""HH 514"", ""HH 514""]","19","""Top: Jihad and Crusade""","188","false","""A""","1","""0/0""","""0/0""","""O""","20051","[""T 0935-1100"", ""Th 0930-1050""]","","""Topic""","2005"
"47700","1.0","572","[""HIST""]","14","""0/0""","","","","[""Anna Kuxhausen""]","""0/0""","100","[""HH 301""]","19","""Top: Making Mod Russia""","188","false","""B""","1","""0/0""","""0/0""","""O""","20051","[""MWF 0800-0855""]","","""Topic""","2005"
"47703","1.0","1191","[""REL""]","18","""0/0""","","","","[""Amy R. Gohdes-Luhman""]","""0/0""","100","[""BMC 109""]","0","""Bible/Culture/Commun""","121","false","""R""","1","""0/0""","""0/0""","""O""","20051","[""MWF 1255-0150PM""]","""Bible in Culture and Community""","""Research""","2005"
"47705","1.0","1191","[""REL""]","16","""0/0""","","","","[""Peder J. Jothen""]","""0/0""","100","[""TB 216"", ""TB 216""]","19","""Bible/Culture/Commun""","121","false","""S""","1","""0/0""","""0/0""","""O""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Bible in Culture and Community""","""Research""","2005"
"47709","1.0","755","[""MATH""]","14","""0/0""","","","","[""Paul Humke""]","""0/0""","300","[""SC 184"", ""SC 184""]","20","""Real Analysis""","344","false","""B""","1","""0/0""","""0/0""","""O""","20051","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2005"
"47710","1.0","1306","[""SOAN""]","21","""0/0""","","","","[""Grant P. Arndt""]","""0/0""","200","[""HH 515""]","25","""Race/Class-Am Culture""","244","false","""B""","1","""0/0""","""0/0""","""O""","20051","[""MWF 0200-0255PM""]","""Race and Class in American Culture""","""Research""","2005"
"47780","0.0","103","[""BIO""]","20","""0/0""","102","","","[""Alan F. Ernst""]","""0/0""","100","[""SC 253""]","24","""Human Biology Lab""","123","false","""A""","1","""0/0""","""0/0""","""C""","20051","[""F 1045-1245PM""]","","""Lab""","2005"
"47781","0.0","103","[""BIO""]","26","""0/0""","102","","","[""Alan F. Ernst""]","""0/0""","100","[""SC 253""]","24","""Human Biology Lab""","123","false","""B""","1","""0/0""","""0/0""","""C""","20051","[""Th 0900-1100""]","","""Lab""","2005"
"47783","0.0","103","[""BIO""]","25","""0/0""","102","","","[""Alan F. Ernst""]","""0/0""","100","[""SC 253""]","24","""Human Biology Lab""","123","false","""C""","1","""0/0""","""0/0""","""C""","20051","[""Th 0215-0415PM""]","","""Lab""","2005"
"47784","0.0","107","[""BIO""]","24","""0/0""","106","""1""","","[""Kevin M. Crisp""]","""0/0""","100","[""SC 273""]","30","""Cell Bio & Genetics Lab""","125","false","""A""","1","""0/0""","""0/0""","""O""","20051","[""Th 0800-1030""]","","""Lab""","2005"
"47785","0.0","107","[""BIO""]","29","""0/0""","106","""1""","","[""Kevin M. Crisp""]","""0/0""","100","[""SC 273""]","30","""Cell Bio & Genetics Lab""","125","false","""B""","1","""0/0""","""0/0""","""O""","20051","[""Th 0215-0445PM""]","","""Lab""","2005"
"47786","0.0","107","[""BIO""]","23","""0/0""","106","""2""","","[""Sara E. Fruehling""]","""0/0""","100","[""SC 273""]","25","""Cell Bio & Genetics Lab""","125","false","""C""","1","""0/0""","""0/0""","""O""","20051","[""T 0800-1030""]","","""Lab""","2005"
"47788","0.0","107","[""BIO""]","22","""0/0""","106","""2""","","[""Sara E. Fruehling""]","""0/0""","100","[""SC 273""]","25","""Cell Bio & Genetics Lab""","125","false","""D""","1","""0/0""","""0/0""","""O""","20051","[""T 1145-0215PM""]","","""Lab""","2005"
"47790","0.0","107","[""BIO""]","22","""0/0""","106","""2""","","[""Sara E. Fruehling""]","""0/0""","100","[""SC 273""]","25","""Cell Bio & Genetics Lab""","125","false","""E""","1","""0/0""","""0/0""","""O""","20051","[""T 0300-0530PM""]","","""Lab""","2005"
"47792","0.0","107","[""BIO""]","25","""0/0""","106","""3""","","[""John Giannini""]","""0/0""","100","[""SC 273""]","30","""Cell Bio & Genetics Lab""","125","false","""F""","1","""0/0""","""0/0""","""O""","20051","[""M 1200-0230PM""]","","""Lab""","2005"
"47793","0.0","107","[""BIO""]","27","""0/0""","106","""3""","","[""John Giannini""]","""0/0""","100","[""SC 273""]","30","""Cell Bio & Genetics Lab""","125","false","""G""","1","""0/0""","""0/0""","""O""","20051","[""M 0300-0530PM""]","","""Lab""","2005"
"47795","0.0","107","[""BIO""]","20","""0/0""","106","""4""","","[""Pele E. Rich""]","""0/0""","100","[""SC 273""]","25","""Cell Bio & Genetics Lab""","125","false","""H""","1","""0/0""","""0/0""","""O""","20051","[""W 1150-0220PM""]","","""Lab""","2005"
"47796","0.0","107","[""BIO""]","23","""0/0""","106","""4""","","[""Pele E. Rich""]","""0/0""","100","[""SC 273""]","25","""Cell Bio & Genetics Lab""","125","false","""I""","1","""0/0""","""0/0""","""O""","20051","[""W 0300-0530PM""]","","""Lab""","2005"
