"","clbid","credits","crsid","departments","description","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"766",11019,1,1239,"['REL']","",NA,"",NA,"['William Poehlmann']",200,"","IS/Revelation Studies","",298,"False","False","",1,"O",20051,"","Independent Study","Research",2005,1
"767",11020,1,1239,"['REL']","",NA,"",NA,"['Jamie A. Schillinger']",200,"","IS/Arabic Language","",298,"False","False","A",1,"O",20051,"","Independent Study","Research",2005,3
"768",11021,1,1239,"['REL']","",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","B",1,"O",20051,"","Independent Study","Research",2005,0
"769",11022,1,1239,"['REL']","",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","C",1,"O",20051,"","Independent Study","Research",2005,0
"770",11023,1,1239,"['REL']","",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","D",1,"O",20051,"","Independent Study","Research",2005,0
"771",11024,1,1240,"['REL']","Students consider the present situation and future prospects of Roman Catholic theology through an engagement with the figures and events which have most deeply shaped Catholic theology in this century. The course also examines recent Catholic views on the central topics of Christian theology, God, Christ, salvation and the Church, and the relationship of these views to Protestant ideas about the same issues.",NA,"",NA,"['Elizabeth C. Galbraith']",300,"['OM 030']","Roman Catholic Theol","",301,"False","False","",1,"C",20051,"['MWF 1255-0150PM']","Roman Catholic Theology","Research",2005,12
"772",11025,1,1241,"['REL']","Students critically analyze the development of Christian thought from its beginnings to the 9th century. Special attention is placed on the theological controversies which led to the formation of the Christian community's central doctrines: God as Trinity, Jesus Christ as divine and human, salvation as divine action and human response. Students read from Irenaeus, Origen, Athanasius, Augustine and others.",NA,"",NA,"['William Poehlmann']",300,"['BMC 110', 'BMC 110']","Hist Chr Thought I","",302,"False","False","",1,"C",20051,"['T 0935-1100', 'Th 0930-1050']","History of Christian Thought I","Research",2005,19
"773",11026,1,1250,"['REL']","Fall 2002: The Fourth Gospel",NA,"",NA,"['Margaret Odell']",300,"['BMC 109', 'BMC 109']","Sem: Divine Command","",391,"False","False","",1,"O",20051,"['T 0935-1100', 'Th 0930-1050']","Biblical Seminar","Seminar",2005,6
"774",11027,1,1253,"['REL']","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"775",11028,1,1254,"['REL']","",NA,"",NA,"['Douglas Schuurman']",300,"['BMC 109', 'BMC 109']","Sem: Vocation/Ethics","",395,"False","False","",1,"O",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","Ethics Seminar","Seminar",2005,7
"776",11029,1,1257,"['REL']","",NA,"",NA,"['Charles Wilson']",300,"","IR/Theology and Arts","",398,"False","False","",1,"O",20051,"","Independent Research","Research",2005,2
"777",11030,1,1257,"['REL']","",NA,"",NA,"['Charles Wilson']",300,"","IR/Religion and Art","",398,"False","False","A",1,"O",20051,"","Independent Research","Research",2005,1
"778",11031,1,1257,"['REL']","",NA,"",NA,"['Charles Wilson']",300,"","IR/Hist Christian Thought","",398,"False","False","B",1,"O",20051,"","Independent Research","Research",2005,1
"779",11032,1,1257,"['REL']","",NA,"",NA,"['Charles Wilson']",300,"","IR/Film, God, and Theory","",398,"False","False","C",1,"O",20051,"","Independent Research","Research",2005,1
"780",11033,1,1259,"['RUSSN']","This course offers an introduction to grammar and reading through oral and written work, supplemented by reading of graded Russian prose.",1259,"",NA,"['Irina Walter']",100,"['OM 004']","Beginning Russian I","",111,"False","False","A",1,"O",20051,"['MWF 1150-1245PM']","","Research",2005,15
"781",11034,1,1259,"['RUSSN']","This course offers an introduction to grammar and reading through oral and written work, supplemented by reading of graded Russian prose.",1259,"",NA,"['Irina Walter']",100,"['OM 002']","Beginning Russian I","",111,"False","False","B",1,"O",20051,"['MWF 0200-0255PM']","","Research",2005,9
"782",11037,1,1264,"['RUSSN']","Students continue their grammar, oral and written work with an emphasis on conversation and reading selections from classical and contemporary Russian authors.",1264,"",NA,"['Peter-John Thomas']",200,"['OM 011']","Intermed Russian I","",231,"False","False","A",1,"O",20051,"['MWF 1150-1245PM']","Intermediate Russian I","Research",2005,14
"783",11038,1,1264,"['RUSSN']","Students continue their grammar, oral and written work with an emphasis on conversation and reading selections from classical and contemporary Russian authors.",1264,"",NA,"['Peter-John Thomas']",200,"['OM 020']","Intermed Russian I","",231,"False","False","B",1,"O",20051,"['MWF 0905-1000']","Intermediate Russian I","Research",2005,10
"784",11041,1,1269,"['RUSSN']","This course facilitates oral and written use of the language through conversation and composition, English to Russian translation, selections from Russian literature, and original themes. Prerequisite: Russian 232 or special permission of the instructor.",NA,"",NA,"['Irina Walter']",200,"['OM 011']","Conversation & Comp","",251,"False","Prerequisite: Russian 232 or special permission of the instructor.","",1,"O",20051,"['MWF 1255-0150PM']","Conversation and Composition","Research",2005,12
"785",11042,1,1275,"['RUSSN']","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20051,"","","Research",2005,0
"786",11043,1,1276,"['RUSSN']","",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20051,"","Independent Study","Research",2005,0
"787",11044,1,1276,"['RUSSN']","",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20051,"","Independent Study","Research",2005,0
"788",11045,1,1279,"['RUSSN']","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","","Research",2005,0
"789",11046,1,1280,"['RUSSN']","",NA,"",NA,"['Irina Walter']",300,"","IR/Women in Chekhov","",398,"False","False","",1,"O",20051,"","Independent Research","Research",2005,1
"790",11047,1,1285,"['RUSST']","",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20051,"","","Research",2005,0
"791",11048,1,1289,"['SOAN']","This course helps students explore the connections between society and their own lives. Students answer challenging questions such as Do we have a &human; nature'?, Why does social inequality exist?, What is race?, and How do societies change? In answering these questions students will learn to develop a sociological imagination. In doing so they will review the various research methods and theories that form the sociological tradition. Offered Fall and Spring Semesters.",NA,"",NA,"['Samiha Peterson']",100,"['SC 130', 'SC 130']","Intro to Sociology","",121,"False","False","A",1,"O",20051,"['T 0800-0925', 'Th 0800-0920']","Introduction to Sociology","Research",2005,23
"792",11049,1,1289,"['SOAN']","This course helps students explore the connections between society and their own lives. Students answer challenging questions such as Do we have a &human; nature'?, Why does social inequality exist?, What is race?, and How do societies change? In answering these questions students will learn to develop a sociological imagination. In doing so they will review the various research methods and theories that form the sociological tradition. Offered Fall and Spring Semesters.",NA,"",NA,"['Samiha Peterson']",100,"['SC 130', 'SC 130']","Intro to Sociology","",121,"False","False","B",1,"O",20051,"['T 0935-1100', 'Th 0930-1050']","Introduction to Sociology","Research",2005,28
"793",11050,1,1289,"['SOAN']","This course helps students explore the connections between society and their own lives. Students answer challenging questions such as Do we have a &human; nature'?, Why does social inequality exist?, What is race?, and How do societies change? In answering these questions students will learn to develop a sociological imagination. In doing so they will review the various research methods and theories that form the sociological tradition. Offered Fall and Spring Semesters.",NA,"",NA,"['Raymond DeVries']",100,"['HH 307', 'HH 307']","Intro to Sociology","",121,"False","False","C",1,"O",20051,"['T 0800-0925', 'Th 0800-0920']","Introduction to Sociology","Research",2005,28
"794",11051,1,1294,"['SOAN']","How do anthropologists study other cultures? Peoples around the world create different realities through the ways they conceptualize experience (cultures) and how they organize themselves to do what they need to do (societies). Anthropologists describe and compare cultures and societies, focusing on different aspects such as family and kinship, inequality and power, religion and values, economy and technology, cultural and social change. Offered Fall and Spring Semesters.",NA,"",NA,"['Thomas A. Williamson']",100,"['SH 002']","Int/Cult Anthropology","",128,"False","False","A",1,"O",20051,"['MWF 0905-1000']","Introduction to Cultural Anthropology","Research",2005,25
"795",11052,1,1294,"['SOAN']","How do anthropologists study other cultures? Peoples around the world create different realities through the ways they conceptualize experience (cultures) and how they organize themselves to do what they need to do (societies). Anthropologists describe and compare cultures and societies, focusing on different aspects such as family and kinship, inequality and power, religion and values, economy and technology, cultural and social change. Offered Fall and Spring Semesters.",NA,"",NA,"['Thomas A. Williamson']",100,"['OM 004']","Int/Cult Anthropology","",128,"False","False","B",1,"O",20051,"['MWF 1045-1140']","Introduction to Cultural Anthropology","Research",2005,27
"796",11053,1,1300,"['SOAN']","What do self-determination and cultural identity mean for Native American peoples today? Students examine the impact of colonization on Native American peoples, including federal policies, treaty rights and sovereignty. Issues include economy and politics on reservations, family and gender roles, orality and literacy, persistence and revitalization of religious life and culture, urban life and recent social movements and organizations. Offered Fall or Spring Semester.",NA,"",NA,"['Carolyn Anderson']",200,"['HH 301']","Contemp Native Am","",235,"False","False","A",1,"C",20051,"['MWF 1150-1245PM']","Contemporary Native American Issues","Research",2005,26
"797",11054,1,1300,"['SOAN']","What do self-determination and cultural identity mean for Native American peoples today? Students examine the impact of colonization on Native American peoples, including federal policies, treaty rights and sovereignty. Issues include economy and politics on reservations, family and gender roles, orality and literacy, persistence and revitalization of religious life and culture, urban life and recent social movements and organizations. Offered Fall or Spring Semester.",NA,"",NA,"['Carolyn Anderson']",200,"['HH 301']","Contemp Native Am","",235,"False","False","B",1,"C",20051,"['MWF 0200-0255PM']","Contemporary Native American Issues","Research",2005,19
"798",11055,1,1302,"['SOAN']","This course explores the forces that shape contemporary Latin America society, including material and cultural interactions with Europe, Africa and the U.S. Emphasis is placed on understanding the formation of the region in terms of the responses of key groups of actors (indigenous peoples, women, peasants, workers, the poor, revolutionaries) to the actions of outside and/or more powerful forces and institutions (conquerors, the state, the military, missionaries, multinational corporations). Offered Fall or Spring Semester.",NA,"",NA,"['Christopher L. Chiappari']",200,"['HH 307', 'HH 307']","Latin Am Culture","",237,"False","False","A",1,"C",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","Forging a Latin American Culture","Research",2005,26
"799",11056,1,1302,"['SOAN']","This course explores the forces that shape contemporary Latin America society, including material and cultural interactions with Europe, Africa and the U.S. Emphasis is placed on understanding the formation of the region in terms of the responses of key groups of actors (indigenous peoples, women, peasants, workers, the poor, revolutionaries) to the actions of outside and/or more powerful forces and institutions (conquerors, the state, the military, missionaries, multinational corporations). Offered Fall or Spring Semester.",NA,"",NA,"['Christopher L. Chiappari']",200,"['HH 307', 'HH 307']","Latin Am Culture","",237,"False","False","B",1,"O",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","Forging a Latin American Culture","Research",2005,22
"801",11058,1,1304,"['SOAN']","Approaching the world as a global village, the course will focus on the development of the world as an interdependent entity, the relationship between the developed and developing world, alternative explanations for planned social change and new institutions for this international world. Some global challenges such as the information revolution, population, the status of women and migration will be analyzed to illustrate this interdependence. Offered Fall Semester.",NA,"",NA,"['Grant P. Arndt']",200,"['HH 307']","Global Interdepend","",241,"False","False","",1,"C",20051,"['MWF 1045-1140']","Global Interdependence","Research",2005,24
"802",11059,1,1306,"['SOAN']","Students explore the continuing significance of color, class and immigration in the U.S., with a focus on the experiences and concerns of African-Americans, Native Americans, Hispanics/Latinos and Asian-Americans. The course examines the nature and functions of prejudice; the relationship among race, class and gender; the persistence of racism and inequality; and social policies and social movements intended to create greater social justice. Offered Fall Semester.",NA,"",NA,"['Grant P. Arndt']",200,"['HH 514']","Race/Class-Am Culture","",244,"False","False","A",1,"C",20051,"['MWF 1150-1245PM']","Race and Class in American Culture","Research",2005,30
"803",11060,1,1308,"['SOAN']","This class investigates death-related behavior from an American and cross-cultural structural perspective, seeking to understand patterns of social interaction surrounding and giving meaning to dying, death and bereavement. Topics include: death meanings and anxiety, religion and death-related customs, the dying process, hospice as a social movement, biomedical issues, the funeral industry and death rituals and the social understanding of the bereavement process. Offered Fall or Spring Semester.",NA,"",NA,"['Michael Leming']",200,"['SH 001']","Dying, Death, Bereavement","",248,"False","False","",1,"C",20051,"['MWF 0905-1000']","Sociology of Dying, Death and Bereavement","Research",2005,28
"804",11061,1,1310,"['SOAN']","This course provides a social science understanding of the ""contemporary American family"" and analysis of marriage and family issues from a cross-cultural perspective. Students discuss issues of dating and mate selection, marital and parent-child relationships over the family life cycle, gender issues, work and family roles and problem-related issues affecting families (divorce, violence and death) caused by rapid changes in society. Offered Fall and Spring Semester.",NA,"",NA,"['Michael Leming']",200,"['OM 035']","Marriage & the Family","",260,"False","False","A",1,"C",20051,"['MWF 1255-0150PM']","Marriage and the Family","Research",2005,28
"805",11062,1,1310,"['SOAN']","This course provides a social science understanding of the ""contemporary American family"" and analysis of marriage and family issues from a cross-cultural perspective. Students discuss issues of dating and mate selection, marital and parent-child relationships over the family life cycle, gender issues, work and family roles and problem-related issues affecting families (divorce, violence and death) caused by rapid changes in society. Offered Fall and Spring Semester.",NA,"",NA,"['Michael Leming']",200,"['SH 001']","Marriage & the Family","",260,"False","False","B",1,"C",20051,"['MWF 1255-0150PM']","Marriage and the Family","Research",2005,31
"806",11063,1,1312,"['SOAN']","This course examines and analyzes religious beliefs, meanings, rituals and organizational patterns from an empirical perspective. Students study the social organization and functions of religion, the process of secularization in society, the practice and function of civil religion, religious conversion and defection and sectarian religious movements. Offered Fall or Spring Semester.",NA,"",NA,"['Christopher L. Chiappari']",200,"['OM 031', 'OM 031']","Rel, Culture, Society","",265,"False","False","",1,"O",20051,"['T 0935-1100', 'Th 0930-1050']","Religion, Culture and Society","Research",2005,15
"807",11064,1,1314,"['SOAN']","This course introduces students to anthropological theory and the culture of the discipline itself. We will examine anthropology's formation during the Industrial Revolution and the Age of Empire, which called for new explanations of human differences and gave new significance to the nature and meaning of culture. We will explore the method of participant observation research, the question of whether anthropology is a science, the problem of representing one culture to another and the changing nature of ethnographic writing.",NA,"",NA,"['Thomas A. Williamson']",200,"['HH 516']","Anthropologic Theory","",292,"False","False","",1,"C",20051,"['MWF 1255-0150PM']","Anthropological Theory","Research",2005,24
"808",11065,1,1315,"['SOAN']","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"809",11066,1,1316,"['SOAN']","",NA,"",NA,"['Christopher L. Chiappari']",200,"","IS/Human Rights & Gender","",298,"False","False","",1,"O",20051,"","Independent Study","Research",2005,1
"810",11067,1,1316,"['SOAN']","",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20051,"","Independent Study","Research",2005,0
"811",11068,1,1316,"['SOAN']","",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","B",1,"O",20051,"","Independent Study","Research",2005,0
"812",11069,1,1317,"['SOAN']","Students are given the skills necessary to critically evaluate and conduct quantitative research. Students learn the underlying theoretical assumptions and orientations of quantitative research, including research design, sampling techniques, strategies for data collection and approaches to analysis. Students gain practice in data analysis using SPSS and learn firsthand the steps toward conceptualizing a research project by preparing an original research proposal. Offered Fall Semester.",NA,"",NA,"['Raymond DeVries']",300,"['HH 302', 'HH 302']","Found Soc Sci Resrch","",371,"False","False","",1,"C",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","Foundations of Social Science Research: Quantitative Methods","Research",2005,24
"813",11070,1,1319,"['SOAN']","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"814",11071,1,1325,"['SPAN']","Students expand their skills by continuing to listen, speak, read and write on such topics as the concept of time, leisure activities and culinary traditions in North American and Hispanic cultures and to work in the Language Lab. Prerequisite: Spanish 111 or placement. Offered Fall and Spring Semesters and in Interim.",NA,"",NA,"['Barbara Olson']",100,"['OM 020']","Beginning Spanish II","",112,"False","Prerequisite: Spanish 111 or placement. Offered Fall and Spring Semesters and in Interim.","A",1,"O",20051,"['MWF 1045-1140']","","Research",2005,17
"815",11072,1,1325,"['SPAN']","Students expand their skills by continuing to listen, speak, read and write on such topics as the concept of time, leisure activities and culinary traditions in North American and Hispanic cultures and to work in the Language Lab. Prerequisite: Spanish 111 or placement. Offered Fall and Spring Semesters and in Interim.",NA,"",NA,"['Ariel Strichartz']",100,"['OM 020']","Beginning Spanish II","",112,"False","Prerequisite: Spanish 111 or placement. Offered Fall and Spring Semesters and in Interim.","B",1,"O",20051,"['MWF 1150-1245PM']","","Research",2005,20
"816",11073,1,1325,"['SPAN']","Students expand their skills by continuing to listen, speak, read and write on such topics as the concept of time, leisure activities and culinary traditions in North American and Hispanic cultures and to work in the Language Lab. Prerequisite: Spanish 111 or placement. Offered Fall and Spring Semesters and in Interim.",NA,"",NA,"['Ariel Strichartz']",100,"['OM 020']","Beginning Spanish II","",112,"False","Prerequisite: Spanish 111 or placement. Offered Fall and Spring Semesters and in Interim.","C",1,"O",20051,"['MWF 0200-0255PM']","","Research",2005,21
"817",11074,1,1326,"['SPAN']","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.",NA,"",NA,"['Barbara Olson']",200,"['OM 020']","Intermed Spanish I","",231,"False","Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.","A",1,"O",20051,"['MWF 0800-0855']","Intermediate Spanish I","Research",2005,22
"818",11075,1,1326,"['SPAN']","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.",NA,"",NA,"['Maggie Broner']",200,"['OM 021']","Intermed Spanish I","",231,"False","Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.","B",1,"O",20051,"['MWF 0905-1000']","Intermediate Spanish I","Research",2005,25
"819",11076,1,1326,"['SPAN']","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.",NA,"",NA,"['Maggie Broner']",200,"['OM 021']","Intermed Spanish I","",231,"False","Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.","C",1,"O",20051,"['MWF 1045-1140']","Intermediate Spanish I","Research",2005,24
"820",11077,1,1326,"['SPAN']","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.",NA,"",NA,"['Kris A. Cropsey']",200,"['OM 021']","Intermed Spanish I","",231,"False","Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.","D",1,"O",20051,"['MWF 1150-1245PM']","Intermediate Spanish I","Research",2005,24
"821",11078,1,1326,"['SPAN']","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.",NA,"",NA,"['Kris A. Cropsey']",200,"['OM 021']","Intermed Spanish I","",231,"False","Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.","E",1,"O",20051,"['MWF 1255-0150PM']","Intermediate Spanish I","Research",2005,27
"822",11079,1,1326,"['SPAN']","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.",NA,"",NA,"['Juliet A. Lynd']",200,"['OM 004']","Intermed Spanish I","",231,"False","Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.","F",1,"O",20051,"['MWF 1255-0150PM']","Intermediate Spanish I","Research",2005,24
"823",11080,1,1326,"['SPAN']","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.",NA,"",NA,"['Juliet A. Lynd']",200,"['OM 021']","Intermed Spanish I","",231,"False","Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.","G",1,"O",20051,"['MWF 0200-0255PM']","Intermediate Spanish I","Research",2005,24
"824",11081,1,1326,"['SPAN']","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.",NA,"",NA,"['Kris A. Cropsey']",200,"['OM 021']","Intermed Spanish I","",231,"False","Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.","H",1,"O",20051,"['MWF 0200-0255PM']","Intermediate Spanish I","Research",2005,24
"825",11082,1,1327,"['SPAN']","Students explore the diverse histories, circumstances and contributions of Latinos in the U.S. by reading essays, news accounts, short fiction and autobiographies, viewing videos and live TV broadcasts, listening to music and so forth. They consolidate their language skills and continue to develop their ability to analyze and communicate in Spanish by writing compositions, making oral presentations and engaging in other interactive group activities. They also review the Spanish verb system and other structures commonly difficult for speakers of English. Prerequisite: Spanish 231 or placement.",NA,"",NA,"['Joseph McClanahan']",200,"['OM 020', 'OM 020']","Intermed Spanish II","",232,"False","Prerequisite: Spanish 231 or placement.","A",1,"O",20051,"['T 0800-0925', 'Th 0800-0920']","Intermediate Spanish II","Research",2005,23
"826",11083,1,1327,"['SPAN']","Students explore the diverse histories, circumstances and contributions of Latinos in the U.S. by reading essays, news accounts, short fiction and autobiographies, viewing videos and live TV broadcasts, listening to music and so forth. They consolidate their language skills and continue to develop their ability to analyze and communicate in Spanish by writing compositions, making oral presentations and engaging in other interactive group activities. They also review the Spanish verb system and other structures commonly difficult for speakers of English. Prerequisite: Spanish 231 or placement.",NA,"",NA,"['Sylvia Carullo']",200,"['OM 020', 'OM 020']","Intermed Spanish II","",232,"False","Prerequisite: Spanish 231 or placement.","B",1,"O",20051,"['T 0935-1100', 'Th 0930-1050']","Intermediate Spanish II","Research",2005,20
"827",11084,1,1327,"['SPAN']","Students explore the diverse histories, circumstances and contributions of Latinos in the U.S. by reading essays, news accounts, short fiction and autobiographies, viewing videos and live TV broadcasts, listening to music and so forth. They consolidate their language skills and continue to develop their ability to analyze and communicate in Spanish by writing compositions, making oral presentations and engaging in other interactive group activities. They also review the Spanish verb system and other structures commonly difficult for speakers of English. Prerequisite: Spanish 231 or placement.",NA,"",NA,"['Ariel Strichartz']",200,"['OM 020', 'OM 020']","Intermed Spanish II","",232,"False","Prerequisite: Spanish 231 or placement.","C",1,"O",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","Intermediate Spanish II","Research",2005,21
"828",11085,1,1327,"['SPAN']","Students explore the diverse histories, circumstances and contributions of Latinos in the U.S. by reading essays, news accounts, short fiction and autobiographies, viewing videos and live TV broadcasts, listening to music and so forth. They consolidate their language skills and continue to develop their ability to analyze and communicate in Spanish by writing compositions, making oral presentations and engaging in other interactive group activities. They also review the Spanish verb system and other structures commonly difficult for speakers of English. Prerequisite: Spanish 231 or placement.",NA,"",NA,"['Joseph McClanahan']",200,"['OM 021', 'OM 021']","Intermed Spanish II","",232,"False","Prerequisite: Spanish 231 or placement.","D",1,"C",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","Intermediate Spanish II","Research",2005,22
"829",11086,1,1327,"['SPAN']","Students explore the diverse histories, circumstances and contributions of Latinos in the U.S. by reading essays, news accounts, short fiction and autobiographies, viewing videos and live TV broadcasts, listening to music and so forth. They consolidate their language skills and continue to develop their ability to analyze and communicate in Spanish by writing compositions, making oral presentations and engaging in other interactive group activities. They also review the Spanish verb system and other structures commonly difficult for speakers of English. Prerequisite: Spanish 231 or placement.",NA,"",NA,"['Sylvia Carullo']",200,"['OM 021', 'OM 021']","Intermed Spanish II","",232,"False","Prerequisite: Spanish 231 or placement.","E",1,"O",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","Intermediate Spanish II","Research",2005,9
"830",11087,1,1330,"['SPAN']","",NA,"",NA,"['Leon Narvaez']",200,"['OM 021', 'OM 021']","Gateway Sp-Spkng Wrld","",250,"False","False","A",1,"O",20051,"['T 0800-0925', 'Th 0800-0920']","","Research",2005,18
"831",11088,1,1330,"['SPAN']","",NA,"",NA,"['Juliet A. Lynd']",200,"['OM 030', 'OM 030']","Gateway Sp-Spkng Wrld","",250,"False","False","B",1,"C",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,20
"832",11089,1,1330,"['SPAN']","",NA,"",NA,"['Gwendolyn Barnes-Karol']",200,"['OM 020', 'OM 020']","Gateway Sp-Spkng Wrld","",250,"False","False","C",1,"C",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,18
"833",11090,1,1337,"['SPAN']","",NA,"",NA,"['Sylvia Carullo']",200,"['OM 031']","Heritage/Hispanic US","",273,"False","False","",1,"O",20051,"['MWF 0200-0255PM']","","Research",2005,11
"834",11091,1,1339,"['SPAN']","",NA,"",NA,"['Gwendolyn Barnes-Karol']",200,"['OM 035', 'OM 035']","Exploring Hispanic Lit","",275,"False","False","",1,"C",20051,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,25
"835",11092,1,1341,"['SPAN']","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20051,"","","Research",2005,0
"836",11093,1,1342,"['SPAN']","",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20051,"","Independent Study","Research",2005,0
"837",11094,1,1343,"['SPAN']","",NA,"",NA,"['Maggie Broner']",300,"['OM 020']","Lang/Soc: Topics","",311,"False","False","",1,"C",20051,"['MWF 1255-0150PM']","","Topic",2005,18
"838",11095,1,1345,"['SPAN']","",NA,"",NA,"['Leon Narvaez']",300,"['OM 021', 'OM 021']","Lit/Soc/Sp: Topics","",313,"False","False","",1,"O",20051,"['T 0935-1100', 'Th 0930-1050']","","Topic",2005,12
"839",11096,1,1354,"['SPAN']","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","","Research",2005,0
"840",11097,1,1355,"['SPAN']","",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20051,"","Independent Research","Research",2005,0
"841",11098,1,1359,"['SWRK']","Students study the progression of the U.S. social welfare system from English Poor Laws, the Social Security Act and the Contract with America to the 1996 reforms and how its components (public, private, church-related) interrelate to serve diverse populations in cities and small towns. The development of social work, its underlying values and ideology and its relationship to social welfare are included. Students volunteer 20 hours. Offered Fall Semester.",NA,"",NA,"['Mary Carlsen']",200,"['HH 317']","Soc Work/Soc Services","",221,"False","False","",1,"O",20051,"['MWF 0200-0255PM']","Social Work and Social Services","Research",2005,34
