"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"654",12390,1,1320,"['SOAN']","","",NA,"",NA,"['Staff']",300,"","IR/",398,"False","False","",3,"O",20053,"","Independent Research","Research",2005,0
"655",12391,1,1321,"['SOAN']","This seminar offers in-depth reading, writing and discussion on a selected topic from areas common to sociology and anthropology with an emphasis on contemporary analysis. Specific content will vary from year to year. The seminar is open to senior majors only. Offered Spring Semester.","",NA,"",NA,"['Carolyn Anderson']",300,"['HH 515']","Senior Seminar",399,"False","False","",3,"O",20053,"['MWF 1150-1245PM']","","Research",2005,17
"656",12392,1,1323,"['INTD']","","",NA,"",NA,"['Staff']",100,"","Planned Credit",150,"False","False","A",3,"O",20053,"","","Research",2005,0
"657",12393,1,1323,"['INTD']","","",NA,"",NA,"['Staff']",100,"","Planned Credit",150,"False","False","B",3,"O",20053,"","","Research",2005,0
"680",12416,1,1363,"['SWRK']","Affirmative action and welfare reform exemplify how society's values and needs translate into policies and programs. Social workers work for justice by creating, implementing and evaluating policies in income, employment, housing and child welfare. Students study policy formation and analysis that reflect interests and powers of diverse groups as well as economic and social needs of certain populations at risk, especially women, African-Americans, gay men and lesbians and Latinos. GE: HBS. Open to non-majors by permission of program director. Offered Spring Semester.","",NA,"",NA,"['Mary Carlsen']",200,"['HH 317']","Social Policy",258,"False","False","",3,"C",20053,"['MWF 1150-1245PM']","","Research",2005,38
"681",12417,1,1364,"['SWRK']","Social work majors continue the ""how-to"" of generalist practice. They assess strengths and problems of diverse groups, organizations and communities and use the systems perspective to help an organization or community frame its goals and plans for social change. Students scientifically assess communities; meet community practice social workers; and develop plans for implementing change that are reflective, scientific, just and grounded in the liberal arts. Prerequisite: Social Work 254. Offered Spring Semester.","",NA,"",NA,"['Naurine Lennox']",200,"['HH 515', 'HH 515']","Incl Pract: Grp/Org/Cm",261,"False","Prerequisite: Social Work 254. Offered Spring Semester.","",3,"O",20053,"['T 0935-1100', 'Th 0930-1050']","Methods and Skills in Social Work II","Research",2005,9
"682",12418,1,1365,"['SWRK']","Social work majors study scientific approaches to building knowledge for generalist practice and assessing effectiveness and efficiency of both individual practice and social service programs. Students learn to assess needs and progress, design case interventions, measure client satisfaction and assess program outcomes. They evaluate elements of practice with diverse clients and portions of programs with which they are familiar and apply ethical standards to scientific inquiry. Open to non-majors by permission of program director only. Offered Spring Semester.","",NA,"",NA,"['Anne B. Miller']",200,"['HH 301', 'HH 301']","Eval/Sw Practice/Prog",274,"False","False","",3,"C",20053,"['T 0800-0925', 'Th 0800-0920']","Evaluation of Social Work Practice and Programs","Research",2005,19
"683",12419,1,1371,"['SWRK']","This capstone course is for senior majors. Students complete a project commonly assigned to a beginning level generalist social worker. Weekly seminars introduce auxiliary skills for beginning workers. Students discuss current social work issues and provide peer assistance with projects. Evaluation includes: a report of project results; analysis of decision-making in relation to theory, scientific findings, diversity and ethics; and assessment of demonstrated mastery of program outcomes. Prerequisite: Social work majors who have satisfactorily completed Social Work 380. Offered Spring Semester.","",NA,"",NA,"['Mary Carlsen']",300,"['BMC 109', 'BMC 109']","Social Worker as Prof",381,"False","Prerequisite: Social work majors who have satisfactorily completed Social Work 380. Offered Spring Semester.","",3,"O",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","The Social Worker as Professional","Research",2005,7
"684",12420,1,1374,"['THEAT']","Students examine and apply aesthetic principles involved in the performance of prose-fiction, poetry and drama. Offered every year.","",NA,"",NA,"['Karen Wilson']",100,"['TB 227', 'TB 227']","Oral Interpretation",100,"False","False","",3,"C",20053,"['T 0800-0925', 'Th 0800-0920']","","Research",2005,25
"685",12421,1,1375,"['THEAT']","A broad-based introduction to the art and craft of theater, this course focuses on the roles of actor, director, playwright and designer, as well as aspects of theater history and works of great dramatic literature. Students attend performances on campus and in the Twin Cities and integrate them with readings, lectures, and discussions. A ticket fee is required. Offered every year.","",NA,"",NA,"['Gary C. Gisselman']",100,"['TB Kelsey']","Intro to Theater",110,"False","False","",3,"C",20053,"['MWF 0905-1000']","Introduction to Theater","Research",2005,49
"686",12422,1,1376,"['THEAT']","This studio course is designed as an overview of the acting process for the non-major: basic acting theories, rehearsal techniques, improvisation, history and styles. Students explore and practice exercises, scene work and audition material. The course requires trips to professional theaters in the Twin Cities. A ticket fee is required. No prerequisites. This course does not fulfill the acting requirement for the major. Offered annually.","",NA,"",NA,"['Dona W. Freeman']",100,"['TB Haugen', 'TB Haugen']","Acting for Non-Majors",115,"False","False","",3,"C",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","Acting for the Non-Major","Research",2005,24
"687",12423,1,1378,"['THEAT']","This studio course is centered on training the actor's instrument and developing basic acting skills including characterization, vocal production, physical and emotional connection, motivation and ensemble work. Exercises, improvisation, monologue and scene work will all be explored. This course requires trips to professional theaters in the Twin Cities.A ticket fee is required. Offered each term.","",NA,"",NA,"['Dona W. Freeman']",100,"['TB Haugen', 'TB Haugen']","Intro to Acting",130,"False","False","",3,"C",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","Introduction to Acting","Research",2005,16
"688",12424,1,1379,"['THEAT']","This studio course focuses on the techniques of acting and singing for the musical theater. Students learn the basics of voice, movement, improvisation and characterization in class exercises, prepared scenes, solos and duets. Offered Spring Semester only.","",NA,"",NA,"['James McKeel', 'Dona W. Freeman']",100,"['TB Haugen', 'TB Haugen']","Acting--Lyric Stage",131,"False","False","",3,"C",20053,"['T 0935-1100', 'Th 0930-1050']","Acting for the Lyric Stage","Research",2005,23
"689",12425,1,1382,"['THEAT']","This course focuses on training the speaking voice, with an emphasis on clarity and flexibility of voice usage. Students will learn how to use the phonetic alphabet to improve their speech. Offered Fall semester only.","",NA,"",NA,"['Karen Wilson']",200,"['TB 227']","Voice & Phonetics",200,"False","False","",3,"O",20053,"['MWF 0905-1000']","Voice and Phonetics","Research",2005,16
"692",12428,1,1394,"['THEAT']","Prerequisite: At least three previous courses in department.","",NA,"",NA,"['Karen Wilson']",200,"","Academic Internship",294,"True","Prerequisite: At least three previous courses in department.","",3,"O",20053,"","Internships","Research",2005,0
"693",12429,1,1395,"['THEAT']","Prerequisite: At least three previous courses in department.","",NA,"",NA,"['Gary C. Gisselman']",200,"","IS/Luther the Musical",298,"False","Prerequisite: At least three previous courses in department.","",3,"O",20053,"","Independent Study","Research",2005,2
"694",12430,1,1396,"['THEAT']","A studio course focusing on the artistic decision-making process of stage direction, script analysis, directorial concepts, production designs and hands-on directing experience building on the skills developed in Theatre 232 (Beginning Stage Direction). Students direct a one-act play as the final project for the course. Offered Spring Semester only. Prerequisite: Theatre 232, 352, 270 or 271.","",NA,"",NA,"['Gary C. Gisselman']",300,"['TB 227']","Adv Stage Direction",338,"False","Prerequisite: Theatre 232, 352, 270 or 271.","",3,"C",20053,"['MWF 1045-1140']","Intermediate Stage Direction","Research",2005,14
"695",12431,1,1397,"['THEAT']","This course studies and analyzes the concepts, principles and techniques of doing visual designs for stage performances, focusing on scenery and costumes. Students will complete design projects, drawings, renderings and scenic models. Course fee required. Prerequisite: Theatre 150 or 250. Theatre 253 Theatre Practicum in computer-aided design and drawing (CAD) recommended. Offered Fall Semester.","",NA,"",NA,"['Brian Bjorklund']",300,"['TB Green Rm', 'TB Green Rm']","Design for Theatre",352,"False","Prerequisite: Theatre 150 or 250. Theatre 253 Theatre Practicum in computer-aided design and drawing (CAD) recommended. Offered Fall Semester.","",3,"C",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","Design for Theater","Research",2005,19
"696",12433,1,1399,"['THEAT']","An investigation into the relationship between theater and society by studying various issues in theater arts including censorship, funding, arts advocacy and arts education. Issues of contemporary ethical concern will be discussed and analyzed through a variety of historical and contemporary normative perspectives. Prerequisite: Theatre 110.","",NA,"",NA,"['Karen Wilson']",300,"['TB 227']","Top: Theatre in Societ",380,"False","Prerequisite: Theatre 110.","",3,"O",20053,"['MWF 1150-1245PM']","Theater in Society","Topic",2005,24
"697",12434,1,1400,"['THEAT']","Prerequisite: at least five previous courses in department.","",NA,"",NA,"['Staff']",300,"","Academic Internship",394,"True","Prerequisite: at least five previous courses in department.","",3,"O",20053,"","Internship","Research",2005,0
"698",12435,1,1401,"['THEAT']","","",NA,"",NA,"['Karen Wilson']",300,"","IR/Dialogical Theatre",398,"False","False","",3,"O",20053,"","Independent Research","Research",2005,1
"713",12582,1,1476,"['WMNST']","Required for the women's studies major and concentration, this course introduces students to the concept of gender as a category of analysis. It is designed for students who seek a fuller understanding of themselves as women and men and a wider knowledge of the experiences and achievements of women.","",NA,"",NA,"['Diane C. LeBlanc']",100,"['RML 420']","Intro Women's Studies",121,"False","False","",3,"C",20053,"['MWF 1150-1245PM']","Introduction to Women's Studies","Research",2005,20
"714",12583,1,1481,"['WMNST']","","",NA,"",NA,"['Sheryl D. Breen']",300,"['HH 514', 'HH 514']","Sem: Women Cross-Cult",399,"False","False","",3,"O",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","","Seminar",2005,6
"715",12584,1,1484,"['ARMS']","Students apply interdisciplinary theories and methods to selected topics in American racial and multicultural studies. The course employs a discussion format, focusing on critical reading and analytical essays.","",NA,"",NA,"['Carolyn Anderson']",200,"['HH 302']","Sem: Imagined Indians",250,"False","False","",3,"C",20053,"['MWF 0200-0255PM']","Topical Seminar","Seminar",2005,18
"716",48848,1,17201,"['HIST']","","",NA,"",NA,"['Eric J. Fure-Slocum']",200,"['HH 317', 'HH 317']","Top: Wal-Mart America",297,"False","False","",3,"O",20053,"['T 0935-1100', 'Th 0930-1050']","","Topic",2005,31
"717",49153,1,17247,"['EDUC']","","",NA,"",NA,"['Heather Campbell']",200,"['FH 010']","English Lang Learners",246,"False","False","",3,"C",20053,"['MTh 0730-0900PM']","","Research",2005,9
"718",49195,1,7,"['AMST']","Students apply theories and methods of culture studies to a selected major topic in American culture. The course employs a discussion format, focusing on critical reading, analytic essays. Recent topics include Masculinity in America,California Dreams and The American Frontier. The course is offered Interim or Spring Semester. May be repeated if topics are different.","",NA,"",NA,"['James Farrell']",200,"['HH 317']","Top: Consuming College",207,"False","False","",3,"C",20053,"['MWF 0200-0255PM']","American Studies: A Topical Approach","Topic",2005,27
"719",49196,1,16962,"['ASIAN']","","",NA,"",NA,"['Katherine S. Tegtmeyer Pak']",300,"['HH 302', 'HH 302']","Human Rights/AsianContext",397,"False","False","",3,"O",20053,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,11
"756",49242,1,337,"['EDUC']","Enrollment is by permission of the instructor. Students attend the Education 375 class and do additional research in a specific area and work directly with an exceptional learner. Students tutor or assist special students, do library research and discuss or present their experiences with the class. Prerequisite: Education 290 and permission. Required for licensure in some states, not Minnesota.","",NA,"",NA,"['Heather Campbell']",300,"['FH 010']","The Exceptional Child",376,"False","Prerequisite: Education 290 and permission. Required for licensure in some states, not Minnesota.","B",3,"C",20053,"['Th 0215-0335PM']","","Research",2005,1
"762",49248,1,428,"['ENGL']","Through reading and discussion of a diversity of plays and through the study of dramatic events such as play-acting and ritual, students identify the characteristics of drama as a genre within a social context and discuss the plays as literary forms, as ideas and as performance. The course is appropriate for non-majors with broad interests. May be repeated if topics are different","",NA,"",NA,"['Eliot K. Wilson']",200,"['RML 515']","Studies in Drama",282,"False","False","",3,"C",20053,"['MWF 1255-0150PM']","","Research",2005,26
"763",49249,1,429,"['ENGL']","Explores various forms of prose, including fiction and creative nonfiction. Each instructor selects different material to be studied and emphasizes various aspects of the form. Topics can range from the 18th-century novel to African American autobiography. May be repeated if topics are different.","",NA,"",NA,"['Cathryn Meyer']",200,"['RML 525']","Top:Compulsion/Confession",283,"False","False","",3,"C",20053,"['MWF 0200-0255PM']","Studies in Prose","Topic",2005,25
"764",49250,1,505,"['GERM']","Students continue to develop oral language skills through in-class and language lab activities with both audio and video tapes. Regular written assignments aid in the expansion of vocabulary and in the practical application of grammatical concepts. Communicating in German about familiar personal topics, students acquire vocabulary about sports, food, holidays, school, the environment, life in German cities, Austrian and Swiss culture and German reunification. Prerequisite: German 111 or placement by test. Offered Spring Semester.","",NA,"",NA,"['Lavern Rippley']",100,"['OM 035']","Beginning German II",112,"False","Prerequisite: German 111 or placement by test. Offered Spring Semester.","B",3,"C",20053,"['MWF 0905-1000']","","Research",2005,16
"765",49251,1,514,"['GERM']","Moves students from intermediate to advanced oral proficiency through the use of German TV, films and media sources. Focuses on higher-order functions such as paragraph-length narration, presenting opinions, group discussions and individual presentations, as well as dramatic readings, interviews, debates and conversations with native speakers. Taught in German. Prerequisite: German 232 or equivalent. Counts toward the German major. Open to non-majors. GE: FOL-G, ORC. Offered every Spring Semester.","",NA,"",NA,"['Karl Fink']",200,"['TB 216']","Speaking German",250,"False","Prerequisite: German 232 or equivalent. Counts toward the German major. Open to non-majors. GE: FOL-G, ORC. Offered every Spring Semester.","",3,"C",20053,"['MWF 1045-1140']","","Research",2005,24
"766",49252,1,553,"['HIST']","","",NA,"",NA,"['Todd W. Nichol']",100,"['OM 011', 'OM 011']","Viking/Medieval Scand",111,"False","False","B",3,"C",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,14
"770",49256,1,779,"['MGMT']","This course investigates the legal framework in which business enterprise is conducted, including personal rights and duties, contracts, sales, agency, negotiable personal rights and duties, negotiable instruments, bailments, personal property and corporate obligations and equities. Prerequisite: Economics 121 or 122 or consent of instructor.","",NA,"",NA,"['John M. Ophaug']",200,"['HH 302', 'HH 302']","Legal Aspects of Bus",252,"False","Prerequisite: Economics 121 or 122 or consent of instructor.","",3,"C",20053,"['T 0800-0925', 'Th 0800-0920']","Legal Aspects of Business","Research",2005,16
"773",49259,1,794,"['MEDIA']","This course focuses on contemporary media, primarily film and television, from theoretical and critical perspectives. Primary emphasis is given to the specific identifying characteristics of news, advertising and entertainment media and to how those media serve as forums for cultural negotiation in our society. In particular, attention is paid to how media representations of race, class and gender presently exist as both products and producers of contemporary cultures. Prerequisite: Media Studies 160.","",NA,"",NA,"['William Sonnega']",200,"['TB 216', 'TB 216']","Media/Contemp Culture",260,"False","Prerequisite: Media Studies 160.","",3,"C",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","Media and Contemporary Culture","Research",2005,10
"774",49260,1,922,"['NORW']","Students continue developing proficiency in spoken and written Norwegian, increasing their vocabulary, improving grammatical accuracy and gaining experience reading and listening to authentic materials. Prerequisite: Norwegian 111, or equivalent.","",NA,"",NA,"[""Margaret H. O'Leary""]",100,"['OM 015']","Begin Norwegian II",112,"False","Prerequisite: Norwegian 111, or equivalent.","D",3,"C",20053,"['MWF 0905-1000']","Beginning Norwegian II","Research",2005,19
"775",49261,1,925,"['NORW']","What comes to mind when you hear Norway mentioned? Is it lutefisk and lefse, Hardanger fiddles, beautiful costumes and rosemaling? This is a Norway that many 21st-century Norwegians would have a hard time recognizing. This course will focus on contemporary Norway, examining modern Norwegian society and politics against the background of tradition, looking at such issues as Norway as peace negotiator, its position as outsider in Europe and its evolving relationship to the United States. Offered during Interim. GE: ORC, HBS.","",NA,"",NA,"[""Margaret H. O'Leary""]",100,"['OM 015']","Norway: Contin/Change",140,"False","False","",3,"C",20053,"['MWF 0200-0255PM']","Norway: Continuity and Change","Research",2005,19
"782",49268,1,1153,"['PSCI']","Seminars are special topics courses offered periodically by the department. The specific title of the seminar will be listed in the Class and Lab Schedule when it is offered.","",NA,"",NA,"['Donald I. Ostrom']",300,"['HH 302']","Sem: American Issues",399,"False","False","C",3,"C",20053,"['M 0700-1000PM']","Seminar","Seminar",2005,20
"783",49269,1,1153,"['PSCI']","Seminars are special topics courses offered periodically by the department. The specific title of the seminar will be listed in the Class and Lab Schedule when it is offered.","",NA,"",NA,"['Katherine S. Tegtmeyer Pak']",300,"['OM 011', 'OM 011']","Sem: Immigrat & Citizen",399,"False","False","D",3,"C",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","Seminar","Seminar",2005,13
"786",49272,1,1197,"['REL']","Students examine traditional Christian doctrines in light of feminist critiques and reformulations. The course focuses especially upon language and images of God, the person of Christ and the work of redemption and understandings of human nature. Students evaluate arguments for and against the compatibility of Christianity and feminism.","",NA,"",NA,"['Elaine G. Siemsen']",200,"['BMC 111']","Intro Feminist Theol",209,"False","False","",3,"C",20053,"['MWF 1150-1245PM']","Introduction to Feminist Theology","Research",2005,26
"787",49273,1,1198,"['REL']","This course offers an overview of the development of Christian thought and practice in the ancient, medieval and modern periods and analyzes the way Christian beliefs have evolved in response to changing historical situations. Special consideration is given to how different theological perspectives have influenced the activities of religious communities and lives of notable individuals.","",NA,"",NA,"['Mary E. Anderson']",200,"['BMC 102', 'BMC 102']","Chr Theol in History",212,"False","False","A",3,"C",20053,"['T 0800-0925', 'Th 0800-0920']","Christian Theology in Historical Context","Research",2005,27
"788",49274,1,1198,"['REL']","This course offers an overview of the development of Christian thought and practice in the ancient, medieval and modern periods and analyzes the way Christian beliefs have evolved in response to changing historical situations. Special consideration is given to how different theological perspectives have influenced the activities of religious communities and lives of notable individuals.","",NA,"",NA,"['Mary E. Anderson']",200,"['BMC 102', 'BMC 102']","Chr Theol in History",212,"False","False","B",3,"C",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","Christian Theology in Historical Context","Research",2005,22
"789",49275,1,1209,"['REL']","Why does human life involve suffering? If God is omnipotent and good, why does evil exist? Is God responsible, or can all evil -- and the suffering that accompanies it -- be explained by sin or human frailty. Students will explore some of the ways that Christian theology had attempted to respond to these questions, and they will also examine challenges to the Christian perspective.","",NA,"",NA,"['Elaine G. Siemsen']",200,"['BMC 110']","God & Human Suffering",225,"False","False","",3,"C",20053,"['MWF 1255-0150PM']","God and Human Suffering","Research",2005,21
"793",49279,1,1304,"['SOAN']","Approaching the world as a global village, the course will focus on the development of the world as an interdependent entity, the relationship between the developed and developing world, alternative explanations for planned social change and new institutions for this international world. Some global challenges such as the information revolution, population, the status of women and migration will be analyzed to illustrate this interdependence. Offered Fall Semester.","",NA,"",NA,"['Thomas A. Williamson']",200,"['RML 577']","Global Interdepend",241,"False","False","B",3,"C",20053,"['MWF 1045-1140']","Global Interdependence","Research",2005,28
"799",49312,1,437,"['ENGL']","This course focuses on important issues, images, authors and modes in an intensive study of racial and multicultural literature in the U.S. The scope of the course can include racial portraiture, sexual politics, field and factory experience, color and class status, and church and family institutions. Authors include such writers as Frederick Douglass and Maxine Hong Kingston.","",NA,"",NA,"['Carlos V. Reyes']",300,"['RML 520']","Top: Asian- Am Psychol",345,"False","False","",3,"C",20053,"['MWF 0905-1000']","Topics in American Racial and Multicultural Literatures","Topic",2005,9
"800",49313,1,684,"['IS']","","",NA,"",NA,"['Mary Titus']",200,"['HH 514', 'HH 514']","Top: Vietnam/Amer War",213,"False","False","",3,"C",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","","Topic",2005,9
"812",49329,1,15,"['AMST']","","",NA,"",NA,"['James Farrell']",300,"","IR/Disney's America",398,"False","False","A",3,"C",20053,"","Independent Research","Research",2005,1
"813",49330,1,1489,"['ARMS']","","",NA,"",NA,"['Joan Hepburn']",300,"","IR/W Afri Influ/Am. Thtre",398,"False","False","",3,"C",20053,"","","Research",2005,1
"817",49762,1,68,"['ART']","","",NA,"",NA,"['Staff']",200,"","Academic Internship",294,"True","False","A",3,"O",20053,"","","Research",2005,0
"820",52643,1,939,"['NURS']","This course explores the sources, chemical composition and metabolic behavior of nutrients. Nutritional requirements for a balanced diet are examined as well as the consequences of excesses and deficiencies. Students use nutrition tools and guidelines to make sound food choices, learn how to read food labels and consider factors affecting food consumption. Class activities increase students' awareness of a healthy diet, help students evaluate nutrition behaviors and facilitate a nutritionally sound lifestyle. Prerequisite: High school biology and chemistry strongly recommended.","",NA,"",NA,"['Mary Kuehn']",100,"","Nutrition & Wellness",110,"False","Prerequisite: High school biology and chemistry strongly recommended.","",3,"C",20053,"","Nutrition and Wellness","Research",2005,1
"823",52876,1,1488,"['ARMS']","","",NA,"",NA,"['Joan Hepburn']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","","Research",2005,1
"828",52884,1,1285,"['RUSST']","","",NA,"",NA,"['Irina Walter']",300,"","IR/Lang. Policy USSR/RF",398,"False","False","",3,"O",20053,"","","Research",2005,1
"829",52885,1,1202,"['REL']","","",NA,"",NA,"['Jamie A. Schillinger']",200,"","Christ/Islamic Ethics",217,"False","False","",3,"C",20053,"","","Research",2005,1
"830",52886,1,978,"['PHIL']","This course surveys the influential philosophical traditions of India and China. Students explore the traditions of Hinduism, Buddhism, Jainism, Confucianism and Taoism and consider other traditions with which they have interacted. Where appropriate, comparisons are drawn to Western philosophical traditions.","",NA,"",NA,"['Anantanand Rambachan']",200,"","Asian Philosophy",251,"False","False","",3,"C",20053,"","","Research",2005,1
"834",52890,1,1315,"['SOAN']","","",NA,"",NA,"['Thomas A. Williamson']",200,"","Academic Internship",294,"True","False","",3,"O",20053,"","Internship","Research",2005,1
"835",52922,1,1367,"['SWRK']","","",NA,"",NA,"['Naurine Lennox']",200,"","IS/Intl Service Learning",298,"False","False","",3,"O",20053,"","Independent Study","Research",2005,1
"836",53136,1,709,"['ID']","","",NA,"",NA,"['Staff']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","","Research",2005,0
"837",53137,1,710,"['ID']","","",NA,"",NA,"['Rika Ito']",300,"","IR/Global English",398,"False","False","",3,"O",20053,"","","Research",2005,1
"838",53290,1,690,"['IS']","Students with individual majors register for their senior integrative projects in each semester of the senior year. The first semester, generally used for research and other preparation in consultation with the student's adviser, receives a P/N evaluation; the second semester, and final presentation of the project to the faculty certification committee, receives a grade. A brief description of the student's major and senior project appear on the transcript.","",NA,"",NA,"['Christopher L. Chiappari']",300,"","Senior Project II",392,"False","False","B",3,"O",20053,"","","Research",2005,1
"839",53291,1,690,"['IS']","Students with individual majors register for their senior integrative projects in each semester of the senior year. The first semester, generally used for research and other preparation in consultation with the student's adviser, receives a P/N evaluation; the second semester, and final presentation of the project to the faculty certification committee, receives a grade. A brief description of the student's major and senior project appear on the transcript.","",NA,"",NA,"['Rita Glazebrook']",300,"","Senior Project II",392,"False","False","C",3,"O",20053,"","","Research",2005,1
"840",53292,1,690,"['IS']","Students with individual majors register for their senior integrative projects in each semester of the senior year. The first semester, generally used for research and other preparation in consultation with the student's adviser, receives a P/N evaluation; the second semester, and final presentation of the project to the faculty certification committee, receives a grade. A brief description of the student's major and senior project appear on the transcript.","",NA,"",NA,"['Sheryl D. Breen']",300,"","Senior Project II",392,"False","False","D",3,"O",20053,"","","Research",2005,1
"841",53293,1,690,"['IS']","Students with individual majors register for their senior integrative projects in each semester of the senior year. The first semester, generally used for research and other preparation in consultation with the student's adviser, receives a P/N evaluation; the second semester, and final presentation of the project to the faculty certification committee, receives a grade. A brief description of the student's major and senior project appear on the transcript.","",NA,"",NA,"['Karen Wilson']",300,"","Senior Project II",392,"False","False","E",3,"O",20053,"","","Research",2005,1
"842",53294,1,690,"['IS']","Students with individual majors register for their senior integrative projects in each semester of the senior year. The first semester, generally used for research and other preparation in consultation with the student's adviser, receives a P/N evaluation; the second semester, and final presentation of the project to the faculty certification committee, receives a grade. A brief description of the student's major and senior project appear on the transcript.","",NA,"",NA,"['Charles Taliaferro']",300,"","Senior Project II",392,"False","False","F",3,"O",20053,"","","Research",2005,1
"843",53295,1,690,"['IS']","Students with individual majors register for their senior integrative projects in each semester of the senior year. The first semester, generally used for research and other preparation in consultation with the student's adviser, receives a P/N evaluation; the second semester, and final presentation of the project to the faculty certification committee, receives a grade. A brief description of the student's major and senior project appear on the transcript.","",NA,"",NA,"['Julie M. Legler']",300,"","Senior Project II",392,"False","False","G",3,"O",20053,"","","Research",2005,1
"844",53296,1,690,"['IS']","Students with individual majors register for their senior integrative projects in each semester of the senior year. The first semester, generally used for research and other preparation in consultation with the student's adviser, receives a P/N evaluation; the second semester, and final presentation of the project to the faculty certification committee, receives a grade. A brief description of the student's major and senior project appear on the transcript.","",NA,"",NA,"['James McKeel']",300,"","Senior Project II",392,"False","False","H",3,"O",20053,"","","Research",2005,1
"845",53297,1,690,"['IS']","Students with individual majors register for their senior integrative projects in each semester of the senior year. The first semester, generally used for research and other preparation in consultation with the student's adviser, receives a P/N evaluation; the second semester, and final presentation of the project to the faculty certification committee, receives a grade. A brief description of the student's major and senior project appear on the transcript.","",NA,"",NA,"['Thomas A. Williamson']",300,"","Senior Project II",392,"False","False","I",3,"O",20053,"","","Research",2005,1
"846",53298,1,690,"['IS']","Students with individual majors register for their senior integrative projects in each semester of the senior year. The first semester, generally used for research and other preparation in consultation with the student's adviser, receives a P/N evaluation; the second semester, and final presentation of the project to the faculty certification committee, receives a grade. A brief description of the student's major and senior project appear on the transcript.","",NA,"",NA,"['Judith Sateren']",300,"","Senior Project II",392,"False","False","J",3,"O",20053,"","","Research",2005,1
"847",53299,1,690,"['IS']","Students with individual majors register for their senior integrative projects in each semester of the senior year. The first semester, generally used for research and other preparation in consultation with the student's adviser, receives a P/N evaluation; the second semester, and final presentation of the project to the faculty certification committee, receives a grade. A brief description of the student's major and senior project appear on the transcript.","",NA,"",NA,"['Charles Huff']",300,"","Senior Project II",392,"False","False","K",3,"O",20053,"","","Research",2005,1
"848",53300,1,690,"['IS']","Students with individual majors register for their senior integrative projects in each semester of the senior year. The first semester, generally used for research and other preparation in consultation with the student's adviser, receives a P/N evaluation; the second semester, and final presentation of the project to the faculty certification committee, receives a grade. A brief description of the student's major and senior project appear on the transcript.","",NA,"",NA,"['Mary E. Trull']",300,"","Senior Project II",392,"False","False","L",3,"O",20053,"","","Research",2005,1
"849",53301,1,690,"['IS']","Students with individual majors register for their senior integrative projects in each semester of the senior year. The first semester, generally used for research and other preparation in consultation with the student's adviser, receives a P/N evaluation; the second semester, and final presentation of the project to the faculty certification committee, receives a grade. A brief description of the student's major and senior project appear on the transcript.","",NA,"",NA,"['James Farrell']",300,"","Senior Project II",392,"False","False","M",3,"O",20053,"","","Research",2005,1
"850",53331,1,686,"['IS']","","",NA,"",NA,"['Karen Wilson']",200,"","Academic Internship",294,"True","False","A",3,"O",20053,"","","Research",2005,1
"852",53743,1,798,"['MEDIA']","","",NA,"",NA,"['William Sonnega']",300,"","IR/A Filmevidia Major",398,"False","False","A",3,"O",20053,"","Independent Research","Research",2005,1
"853",53744,1,847,"['MUSIC']","","",NA,"",NA,"['Janis Hardy']",200,"","IS/Opera Project",298,"False","False","A",3,"O",20053,"","","Research",2005,1
"854",53745,1,847,"['MUSIC']","","",NA,"",NA,"['Janis Hardy']",200,"","IS/Opera Buddha",298,"False","False","B",3,"O",20053,"","","Research",2005,1
"855",53746,1,847,"['MUSIC']","","",NA,"",NA,"['Janis Hardy']",200,"","IS/Chamber Opera",298,"False","False","C",3,"O",20053,"","","Research",2005,1
"856",53748,1,847,"['MUSIC']","","",NA,"",NA,"['Janis Hardy']",200,"","IS/New Chamber Opera",298,"False","False","D",3,"O",20053,"","","Research",2005,1
"857",53749,1,15,"['AMST']","","",NA,"",NA,"['James Farrell']",300,"","IR/College and Community",398,"False","False","B",3,"O",20053,"","Independent Research","Research",2005,1
"858",53750,1,847,"['MUSIC']","","",NA,"",NA,"['James McKeel']",200,"","IS/Chamber Opera",298,"False","False","E",3,"O",20053,"","","Research",2005,1
"859",53751,1,847,"['MUSIC']","","",NA,"",NA,"['James McKeel']",200,"","IS/Opera Practicum",298,"False","False","F",3,"O",20053,"","","Research",2005,1
"860",53752,1,15,"['AMST']","","",NA,"",NA,"['Eric J. Fure-Slocum']",300,"","IR/Northfield Urbanism",398,"False","False","",3,"O",20053,"","Independent Research","Research",2005,1
