"","clbid","credits","crsid","departments","description","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"792",9918,1,1272,"['RUSSN']","",NA,"['Marc Robinson']",200,"['OM 011']","Intro Russ Lit I-Tr","",261,"False","False","",3,"C",20043,"['MWF 1045-1140']","","Research",2004,20
"793",9919,1,1276,"['RUSSN']","",NA,"['Marc Robinson']",200,"","IS/Metaph,Faith,Film","",298,"False","False","",3,"O",20043,"","","Research",2004,1
"794",9920,1,1278,"['RUSSN']","",NA,"['Irina Walter']",300,"['OM 003']","The Russian Press","",372,"False","False","",3,"O",20043,"['MWF 0200-0255PM']","","Research",2004,4
"795",9921,1,1289,"['SOAN']","",NA,"['Raymond DeVries']",100,"['OM 026', 'OM 026']","Intro to Sociology","",121,"False","False","A",3,"C",20043,"['T 0800-0925', 'Th 0800-0920']","","Research",2004,26
"796",9922,1,1289,"['SOAN']","",NA,"['Stephen E. Philion']",100,"['OM 035', 'OM 035']","Intro to Sociology","",121,"False","False","B",3,"C",20043,"['T 0935-1100', 'Th 0930-1050']","","Research",2004,23
"797",9923,1,1294,"['SOAN']","",NA,"['Thomas A. Williamson']",100,"['OM 035']","Int/Cult Anthropology","",128,"False","False","A",3,"C",20043,"['MWF 0905-1000']","","Research",2004,27
"798",9924,1,1294,"['SOAN']","",NA,"['Thomas A. Williamson']",100,"['OM 035']","Int/Cult Anthropology","",128,"False","False","B",3,"C",20043,"['MWF 1045-1140']","","Research",2004,24
"799",9925,1,1299,"['SOAN']","",NA,"['Grant P. Arndt']",200,"['OM 035']","Native N Amer Culture","",234,"False","False","",3,"C",20043,"['MWF 1255-0150PM']","","Research",2004,28
"800",9926,1,1301,"['SOAN']","",NA,"['Samiha Peterson']",200,"['HH 403', 'HH 403']","The Arab World","",236,"False","False","A",3,"C",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2004,13
"801",9927,1,1301,"['SOAN']","",NA,"['Samiha Peterson']",200,"['HH 403', 'HH 403']","The Arab World","",236,"False","False","B",3,"O",20043,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2004,20
"802",9928,1,1303,"['SOAN']","",NA,"['Thomas A. Williamson']",200,"['SH 02']","Modern Southeast Asia","",239,"False","False","",3,"C",20043,"['MWF 1255-0150PM']","","Research",2004,28
"803",9929,1,1306,"['SOAN']","",NA,"['Bruce Nordstrom-Loeb']",200,"['OM 031']","Race/Class-Am Culture","",244,"False","False","A",3,"C",20043,"['MWF 1045-1140']","","Research",2004,31
"804",9930,1,1306,"['SOAN']","",NA,"['Grant P. Arndt']",200,"['RML 577']","Race/Class-Am Culture","",244,"False","False","B",3,"C",20043,"['MWF 1150-1245PM']","","Research",2004,27
"805",9931,1,1309,"['SOAN']","",NA,"['Carolyn Anderson']",200,"['OM 011']","Indigenous Peoples","",249,"False","False","A",3,"C",20043,"['MWF 0905-1000']","","Research",2004,11
"806",9932,1,1309,"['SOAN']","",NA,"['Carolyn Anderson']",200,"['HH 403']","Indigenous Peoples","",249,"False","False","B",3,"C",20043,"['MWF 1150-1245PM']","","Research",2004,20
"807",9933,1,1311,"['SOAN']","",NA,"['Bruce Nordstrom-Loeb']",200,"['OM 031']","Gender/X-Cult/Perspec","",261,"False","False","",3,"C",20043,"['MWF 0200-0255PM']","","Research",2004,34
"808",9934,1,1312,"['SOAN']","",NA,"['Christopher L. Chiappari']",200,"['OM 031', 'OM 031']","Rel, Culture, Society","",265,"False","False","",3,"C",20043,"['T 0935-1100', 'Th 0930-1050']","","Research",2004,25
"809",9935,1,1313,"['SOAN']","",NA,"['Samiha Peterson']",200,"['HH 515', 'HH 515']","Sociological Theory","",291,"False","False","",3,"O",20043,"['T 0800-0925', 'Th 0800-0920']","","Research",2004,23
"810",9936,1,1315,"['SOAN']","",NA,"['Christopher L. Chiappari']",200,"","Academic Internship","",294,"True","False","",3,"O",20043,"","","Research",2004,1
"811",9937,1,1316,"['SOAN']","",NA,"['Christopher L. Chiappari']",200,"","IS/French Lifestyle","",298,"False","False","",3,"O",20043,"","","Research",2004,1
"812",9938,1,1316,"['SOAN']","",NA,"['Carolyn Anderson']",200,"","IS/Grandma's Memoir","",298,"False","False","A",3,"O",20043,"","","Research",2004,1
"813",9939,1,1318,"['SOAN']","",NA,"['Christopher L. Chiappari']",300,"['RML 421', 'RML 421']","Ethnograph Rsch Meth","",373,"False","False","",3,"O",20043,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2004,22
"814",9940,1,1320,"['SOAN']","",NA,"['Carolyn Anderson']",300,"","IR/Ethnography Theory","",398,"False","False","",3,"O",20043,"","","Research",2004,1
"815",9941,1,1321,"['SOAN']","",NA,"['Raymond DeVries']",300,"['DC 204', 'DC 204']","Senior Seminar","",399,"False","False","",3,"O",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2004,17
"840",9966,1,1363,"['SWRK']","",NA,"['Sarah M. Ferguson']",200,"['HH 317']","Social Policy","",258,"False","False","",3,"C",20043,"['MWF 1150-1245PM']","","Research",2004,23
"841",9967,1,1364,"['SWRK']","",NA,"['Naurine Lennox']",200,"['HH 516', 'HH 516']","Social Work Methds II","",261,"False","False","",3,"O",20043,"['T 0935-1100', 'Th 0930-1050']","","Research",2004,7
"842",9968,1,1365,"['SWRK']","",NA,"['Sarah M. Ferguson']",200,"['SC 110', 'SC 110']","Eval/Sw Practice/Prog","",274,"False","False","",3,"O",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2004,13
"843",9969,1,1371,"['SWRK']","",NA,"['Mary Carlsen']",300,"['HH 302', 'HH 302']","Social Worker as Prof","",381,"False","False","",3,"O",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2004,12
"844",9970,1,1375,"['THEAT']","",NA,"['Gary C. Gisselman']",100,"['TB Kelsey']","Intro to Theater","",110,"False","False","",3,"C",20043,"['MWF 1045-1140']","","Research",2004,57
"845",9971,1,1376,"['THEAT']","",NA,"['Dona W. Freeman']",100,"['TB Haugen', 'TB Haugen']","Acting for Non-Majors","",115,"False","False","",3,"C",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2004,19
"846",9972,1,1377,"['THEAT']","",NA,"['Barbara J. Evans']",100,"['TB 216']","Public Speaking","",120,"False","False","",3,"C",20043,"['MWF 0905-1000']","","Research",2004,25
"847",9973,1,1378,"['THEAT']","",NA,"['Dona W. Freeman']",100,"['TB Haugen', 'TB Haugen']","Intro to Acting","",130,"False","False","",3,"C",20043,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2004,19
"848",9974,1,1379,"['THEAT']","",NA,"['James McKeel', 'Dona W. Freeman']",100,"['CHM_URNESS', 'CHM_URNESS']","Acting--Lyric Stage","",131,"False","False","",3,"C",20043,"['T 0935-1100', 'Th 0930-1050']","","Research",2004,14
"849",9975,1,1382,"['THEAT']","",NA,"['Karen Wilson']",200,"['TB 227']","Voice & Phonetics","",200,"False","False","",3,"C",20043,"['MWF 1045-1140']","","Research",2004,33
"852",9978,1,1392,"['THEAT']","",NA,"['Jeanne I. Willcoxon']",200,"['TB 227', 'TB 227']","Hist/Theat-Since 1700","",271,"False","False","",3,"C",20043,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2004,24
"853",9979,1,1394,"['THEAT']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20043,"","","Research",2004,0
"854",9980,1,1395,"['THEAT']","",NA,"['Gary C. Gisselman']",200,"","IS/Working in Theater","",298,"False","False","",3,"O",20043,"","","Research",2004,1
"855",9981,1,1395,"['THEAT']","",NA,"['Karen Wilson']",200,"","IS/Advanced Acting","",298,"False","False","A",3,"O",20043,"","","Research",2004,0
"856",9982,1,1395,"['THEAT']","",NA,"['Karen Wilson']",200,"","IS/Topic Theater Hist","",298,"False","False","B",3,"O",20043,"","","Research",2004,1
"857",9983,1,1396,"['THEAT']","",NA,"['Gary C. Gisselman']",300,"['TB Haugen']","Adv Stage Direction","",338,"False","False","",3,"C",20043,"['MWF 0905-1000']","","Research",2004,14
"858",9984,1,1397,"['THEAT']","",NA,"['Brian Bjorklund']",300,"['SPT_GREEN_RM', 'SPT_GREEN_RM']","Design for Theatre","",352,"False","False","",3,"C",20043,"['T 0935-1100', 'Th 0930-1050']","","Research",2004,14
"859",9985,1,1398,"['THEAT']","",NA,"['Gwendolyn Schwinke']",300,"['FH 40', 'FH 40']","Top: Phys Life/Stage","",379,"False","False","",3,"C",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Topic",2004,16
"860",9986,1,1399,"['THEAT']","",NA,"['Karen Wilson']",300,"['TB 216']","Top: Theatre in Societ","",380,"False","False","",3,"C",20043,"['MWF 1255-0150PM']","","Topic",2004,26
"861",9987,1,1400,"['THEAT']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20043,"","","Research",2004,0
"862",9988,1,1401,"['THEAT']","",NA,"['Gary C. Gisselman']",300,"","IR/Directing Theory","",398,"False","False","",3,"O",20043,"","","Research",2004,1
"863",9989,1,1401,"['THEAT']","",NA,"['Karen Wilson']",300,"","IR/Advanced Acting","",398,"False","False","A",3,"O",20043,"","","Research",2004,1
"864",9990,1,1401,"['THEAT']","",NA,"['Karen Wilson']",300,"","IR/Monologue Studies","",398,"False","False","B",3,"O",20043,"","","Research",2004,1
"878",10136,1,1476,"['WMNST']","",NA,"['Diane C. LeBlanc']",100,"['RML 420']","Intro Women's Studies","",121,"False","False","",3,"C",20043,"['MWF 1150-1245PM']","","Research",2004,21
"879",10137,1,1481,"['WMNST']","",NA,"['Sheryl D. Breen']",300,"['HH 515', 'HH 515']","Sem: Women Cross-Cult","",399,"False","False","",3,"O",20043,"['T 0120-0245PM', 'Th 0215-0335PM']","","Seminar",2004,8
"880",10138,1,1486,"['ARMS']","",NA,"['Mary Carlsen']",200,"","Academic Internship","",294,"True","False","",3,"O",20043,"","","Research",2004,0
"881",10139,1,1486,"['ARMS']","",NA,"['Eric J. Fure-Slocum']",200,"","Academic Internship","",294,"True","False","A",3,"O",20043,"","","Research",2004,1
"882",10140,1,1487,"['ARMS']","",NA,"['Michael Fitzgerald']",200,"","IS/Civil Rights","",298,"False","False","",3,"O",20043,"","","Research",2004,1
"883",10141,1,1488,"['ARMS']","",NA,"['Eric J. Fure-Slocum']",300,"","Academic Internship","",394,"True","False","",3,"O",20043,"","","Research",2004,0
"884",10142,1,1488,"['ARMS']","",NA,"['Mary Carlsen']",300,"","Academic Internship","",394,"True","False","A",3,"O",20043,"","","Research",2004,1
"885",47386,1,689,"['IS']","",NA,"['Mark Schelske']",300,"","Senior Project I","",391,"True","False","B",3,"O",20043,"","","Research",2004,1
"886",47387,1,690,"['IS']","",NA,"['David Van Wylen']",300,"","Senior Project II","",392,"False","False","B",3,"O",20043,"","","Research",2004,1
"887",47388,1,690,"['IS']","",NA,"['Shelly D. Dickinson']",300,"","Senior Project II","",392,"False","False","C",3,"O",20043,"","","Research",2004,1
"888",47389,1,690,"['IS']","",NA,"['James McKeel']",300,"","Senior Project II","",392,"False","False","D",3,"O",20043,"","","Research",2004,1
"889",47390,1,690,"['IS']","",NA,"['David Schodt']",300,"","Senior Project II","",392,"False","False","E",3,"O",20043,"","","Research",2004,1
"890",47391,1,690,"['IS']","",NA,"['Marc Robinson']",300,"","Senior Project II","",392,"False","False","F",3,"O",20043,"","","Research",2004,1
"891",47392,1,690,"['IS']","",NA,"['Gary Wicks']",300,"","Senior Project II","",392,"False","False","G",3,"O",20043,"","","Research",2004,1
"892",47393,1,690,"['IS']","",NA,"['Maria L. Kelly']",300,"","Senior Project II","",392,"False","False","H",3,"O",20043,"","","Research",2004,1
"893",47394,1,690,"['IS']","",NA,"['Rebecca Judge']",300,"","Senior Project II","",392,"False","False","I",3,"O",20043,"","","Research",2004,1
"894",47395,1,690,"['IS']","",NA,"['Sheryl D. Breen']",300,"","Senior Project II","",392,"False","False","J",3,"O",20043,"","","Research",2004,1
"895",47396,1,690,"['IS']","",NA,"['Joan Hepburn']",300,"","Senior Project II","",392,"False","False","K",3,"O",20043,"","","Research",2004,1
"896",47397,1,690,"['IS']","",NA,"['Karen Wilson']",300,"","Senior Project II","",392,"False","False","L",3,"O",20043,"","","Research",2004,1
"897",47423,1,847,"['MUSIC']","",NA,"['David Carter']",200,"","IS/Cello Ped and Lit","",298,"False","False","D",3,"C",20043,"","","Research",2004,1
"898",47582,1,795,"['MEDIA']","",NA,"['Jan C. Hill']",200,"","Academic Internship","",294,"True","False","A",3,"O",20043,"","","Research",2004,1
